plot_component,source,material,model,feature_strategy,feature_strategy_short,scenario_group_type,scenario_group,selected_feature,case_name,mae_test_median,mae_test_std
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.021851122,0.003628277
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.040128342,0.004623178
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.024623177,0.00305891
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.00654775,0.001450158
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.042746688,0.004795797
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.00886166,0.001777957
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.021270705,0.00309406
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.036047671,0.004936101
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.026228269,0.003585482
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.03801569,0.005550361
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.030077779,0.004540712
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.006622211,0.001413018
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.036112936,0.004768181
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.022497881,0.00344252
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.028717471,0.004048686
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.033790947,0.005336099
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.042325147,0.004860212
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.008658867,0.001728012
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.012928797,0.001849669
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.021047204,0.003337536
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.055030153,0.005719217
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.025575911,0.003730605
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.027608353,0.004154686
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.02526643,0.00399975
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.034667881,0.004799217
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.021143135,0.003198329
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.00865968,0.001712385
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.019062687,0.003285387
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.029656702,0.004474252
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.04228523,0.004594392
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.011532971,0.001488674
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.052316725,0.00484044
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.022083117,0.003410849
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.02656337,0.004092315
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.020457843,0.00319866
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.037336504,0.005452245
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.008731007,0.001797777
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.025564379,0.003966488
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.021434146,0.003065583
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.030986655,0.004762873
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.010977885,0.001523682
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.041268762,0.004575772
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.024904757,0.003681337
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.052304632,0.004938925
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.00808996,0.001811137
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.023454836,0.003923713
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.020504215,0.002962008
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.035274967,0.004466392
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.012165201,0.001719266
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.025562258,0.003701683
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.011250986,0.00152501
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.028726457,0.004235773
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.032796844,0.004568739
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.035695089,0.004993403
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.026180051,0.004352035
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.053281795,0.005264741
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.00601534,0.001362989
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.012884038,0.001994553
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.033535039,0.004570595
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.023365762,0.003540299
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.008972062,0.001963667
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.020338076,0.002650229
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.022808598,0.003362751
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.025580315,0.003338279
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.042727573,0.005952166
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.053509882,0.005791991
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.025848551,0.004181152
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.013866874,0.00218259
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.007095444,0.001607793
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.031643533,0.00422731
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.024970894,0.003733281
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.031342066,0.004659695
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.03705263,0.004963845
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.026484155,0.003575884
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.026568675,0.003627522
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.014265716,0.002409454
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.006154725,0.001246319
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.025261198,0.004219636
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.029572396,0.004474798
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.027451003,0.003823292
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.041972656,0.005335383
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.025328356,0.003526674
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.024879737,0.003690388
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.011297796,0.002305775
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.005958684,0.001422305
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.024501076,0.00409937
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.025419056,0.003370211
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.008336237,0.001793892
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.044483044,0.00543333
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.006269511,0.001403003
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.02381124,0.003779699
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.025071954,0.00385972
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.020413796,0.002716477
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.008239688,0.00175037
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.006800249,0.0014007
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.025237196,0.003807174
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.04670673,0.004823179
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.023615629,0.003668654
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2C,fai_irrev_2C,single__fai_irrev_2C,0.00840793,0.001915946
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1C,fai_irrev_1C,single__fai_irrev_1C,0.022112079,0.003318025
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_2.5C,fai_irrev_2.5C,single__fai_irrev_2.5C,0.05132902,0.005323378
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_0.5C,fai_irrev_0.5C,single__fai_irrev_0.5C,0.010788589,0.00171918
violin_raw_points,single,68Ah LFP,linear,Single feature,Single,,fai_irrev_1.5C,fai_irrev_1.5C,single__fai_irrev_1.5C,0.021764301,0.003019762
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W30_all_crates_05_10_15_20_25,0.016273584,0.002413657
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W300_mid_crates_10_15,0.018383485,0.002509745
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W300_all_crates_05_10_15_20_25,0.016864294337126853,0.00269882
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W70_high_crates_20_25,0.019066018,0.002294911
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W300_high_crates_20_25,0.022578472,0.002795482
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W3000_high_crates_20_25,0.017338183,0.003472247
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W3000_all_crates_05_10_15_20_25,0.016948796257758247,0.002735615
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W3000_mid_crates_10_15,0.020058150174069953,0.00294535
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W5000_high_crates_20_25,0.026985434022816956,0.003559164
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W5000_mid_crates_10_15,0.018310409124802522,0.002211053
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W100_high_crates_20_25,0.016397109459691042,0.002323692
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W100_all_crates_05_10_15_20_25,0.015804506039606543,0.002201719
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W5000_all_crates_05_10_15_20_25,0.015190266830769093,0.002200199
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W100_mid_crates_10_15,0.015867450021355853,0.002303773
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W500_all_crates_05_10_15_20_25,0.023093532294620966,0.00306944
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W30_all_crates_05_10_15_20_25,0.015311579755530002,0.002308917
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W300_all_crates_05_10_15_20_25,0.015063322516439673,0.002466937
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W300_mid_crates_10_15,0.019403852316093668,0.002664424
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W30_mid_crates_10_15,0.01551881,0.002342731
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W300_high_crates_20_25,0.018497500829525355,0.002699598
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W3000_mid_crates_10_15,0.022488216,0.002831308
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W3000_high_crates_20_25,0.018028551,0.002918919
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W100_high_crates_20_25,0.015814369222441126,0.002260413
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W100_mid_crates_10_15,0.015311010399420824,0.002380922
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W5000_high_crates_20_25,0.015994595,0.002071621
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W5000_mid_crates_10_15,0.018793277,0.002776613
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W500_all_crates_05_10_15_20_25,0.019573310845926315,0.002790211
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W500_mid_crates_10_15,0.027452580093296933,0.002617716
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W5000_all_crates_05_10_15_20_25,0.01613623,0.002444243
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W30_mid_crates_10_15,0.015441498216258377,0.002216925
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W300_all_crates_05_10_15_20_25,0.014814675791914115,0.002083676
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W300_high_crates_20_25,0.018870020113415906,0.002625538
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W30_all_crates_05_10_15_20_25,0.015540791347934273,0.002248092
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W300_mid_crates_10_15,0.01863952,0.002536616
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W30_high_crates_20_25,0.015903047,0.002313863
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W3000_high_crates_20_25,0.018542331647875776,0.002774824
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC15_W500_all_crates_05_10_15_20_25,0.019913548,0.002968272
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC30_W100_high_crates_20_25,0.015093193706773634,0.002158758
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W50_all_crates_05_10_15_20_25,0.015439201302242734,0.002231236
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC10_W500_mid_crates_10_15,0.018984266899319986,0.002709988
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W5000_high_crates_20_25,0.016970722,0.00242191
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC25_W5000_all_crates_05_10_15_20_25,0.014946991448160762,0.002710849
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC05_W500_high_crates_20_25,0.025827059,0.00301018
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W5000_mid_crates_10_15,0.019140439404938314,0.002808792
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W30_high_crates_20_25,0.015302271233540263,0.002209102
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W300_mid_crates_10_15,0.017831539,0.002639196
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC30_W300_all_crates_05_10_15_20_25,0.014946479,0.001919927
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W300_high_crates_20_25,0.018165569734447606,0.002408537
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W30_mid_crates_10_15,0.015994627,0.002428565
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W30_all_crates_05_10_15_20_25,0.01471781,0.002512481
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC05_W700_all_crates_05_10_15_20_25,0.020342878461940536,0.002737865
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC10_W50_all_crates_05_10_15_20_25,0.016269998227546406,0.002392342
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC15_W500_mid_crates_10_15,0.020113404,0.002710893
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC05_W50_mid_crates_10_15,0.017564343089613868,0.002661032
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,all_crates_05_10_15_20_25,,exp1__SOC20_W500_all_crates_05_10_15_20_25,0.018265043,0.002737437
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC10_W500_high_crates_20_25,0.019015945563148545,0.002657988
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC25_W5000_mid_crates_10_15,0.02256081,0.002816533
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC20_W5000_high_crates_20_25,0.016807324710057088,0.002714328
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC25_W300_high_crates_20_25,0.017622152359880763,0.002527078
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,high_crates_20_25,,exp1__SOC15_W30_high_crates_20_25,0.015155384217678708,0.00215897
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC30_W300_mid_crates_10_15,0.016227933358896114,0.002412484
violin_raw_points,combo,20Ah LFP,linear,Combinational C-Rate,Comb.-C,c_rate_group,mid_crates_10_15,,exp1__SOC20_W30_mid_crates_10_15,0.014970849,0.002216943
