plot_component,source,material,model,feature_strategy,feature_strategy_short,scenario_group_type,scenario_group,selected_feature,case_name,mae_test_median,mae_test_std
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC20_2C__high_widths_1000_3000_5000,0.038574601477594304,0.007408288
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC10_1C__high_widths_1000_3000,0.031457254,0.006606222
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC05_2C__all_widths,0.028990318115027693,0.005776564
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC20_1C__high_widths_3000_5000,0.037733666331711685,0.007410911
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC25_1C__mid_widths_100_300_500,0.040659836,0.006938302
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC10_1C__all_widths,0.034516493,0.006577119
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC10_2C__high_widths_1000_3000,0.028149385892796502,0.005396812
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC20_2C__high_widths_3000_5000,0.036820996,0.007353941
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC15_2C__high_widths_1000_3000,0.031384503978822274,0.00631473
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC15_1C__high_widths_1000_3000,0.034275239,0.005899468
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC10_2C__all_widths,0.028746879,0.006204672
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC20_1C__high_widths_1000_3000,0.031360801644278596,0.0067798
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC05_2C__low_widths_30_50_70_100,0.036005951068055264,0.005793972
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC25_1C__high_widths_1000_3000_5000,0.034892601,0.006730053
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC15_1C__all_widths,0.040713415,0.008536383
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC10_1C__low_widths_30_50_70_100,0.03219684,0.005835305
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC20_2C__high_widths_1000_3000,0.039218924,0.007404838
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC20_1C__all_widths,0.032276836,0.007421208
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC25_2C__mid_widths_100_300_500,0.036996121,0.007464899
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC30_1C__mid_widths_100_300_500,0.038869979,0.008121575
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC15_2C__all_widths,0.034297205592722674,0.006859896
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC30_2C__mid_widths_100_300_500,0.037490215394311494,0.006929513
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC10_2C__low_widths_30_50_70_100,0.036905247,0.006587606
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC20_2C__all_widths,0.041838642,0.008439452
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC05_2C__low_widths_50_70_100,0.034843839,0.006295437
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC25_1C__high_widths_3000_5000,0.035009295,0.006544584
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC15_1C__low_widths_30_50_70_100,0.038883707,0.00746084
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC25_1C__all_widths,0.040987561,0.007871488
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC10_1C__low_widths_50_70_100,0.032736012042474755,0.005090298
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC20_1C__low_widths_30_50_70_100,0.041025812,0.008360884
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC25_2C__high_widths_1000_3000_5000,0.035748732,0.005875363
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC30_1C__high_widths_1000_3000_5000,0.037803894256748134,0.00754408
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC15_2C__low_widths_30_50_70_100,0.040596635375399356,0.006937216
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC30_2C__high_widths_1000_3000_5000,0.038639249,0.007384554
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC10_2C__low_widths_50_70_100,0.035693235,0.006629078
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC20_2C__low_widths_30_50_70_100,0.038061292,0.007337852
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC05_2C__low_widths_30_50_70,0.038162214,0.006149376
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC25_1C__high_widths_1000_3000,0.033452569,0.007232889
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC15_1C__low_widths_50_70_100,0.037927437458616445,0.007339702
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC10_1C__low_widths_30_50_70,0.033041698525302476,0.006147834
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC25_1C__low_widths_30_50_70_100,0.042759832,0.008072656
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC20_1C__low_widths_50_70_100,0.040347558,0.007790933
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC25_2C__high_widths_3000_5000,0.036855339,0.006785801
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC30_1C__high_widths_3000_5000,0.038903858025896874,0.007641131
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC15_2C__low_widths_50_70_100,0.038342057174285876,0.007445452
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC30_2C__high_widths_3000_5000,0.038147698,0.007297154
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC10_2C__low_widths_30_50_70,0.037584287,0.006551054
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC20_2C__low_widths_50_70_100,0.037525584,0.007072927
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC05_2C__mid_widths_300_500_700,0.0337171,0.006351729
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC25_2C__all_widths,0.036420971,0.007595634
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC15_1C__low_widths_30_50_70,0.039249025260781396,0.007188997
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC10_1C__mid_widths_300_500_700,0.032168046,0.005983622
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC25_1C__low_widths_50_70_100,0.042214021227257995,0.007853286
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC20_1C__low_widths_30_50_70,0.040253828260528965,0.00793702
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC25_2C__high_widths_1000_3000,0.035029861,0.005771962
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC30_1C__high_widths_1000_3000,0.038867646583926704,0.007541658
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC15_2C__low_widths_30_50_70,0.039891747,0.006658937
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC30_2C__high_widths_1000_3000,0.038244317189164344,0.006598202
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC10_2C__mid_widths_300_500_700,0.031065851832645184,0.005784151
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC20_2C__low_widths_30_50_70,0.038275999,0.006885161
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC35_1C__mid_widths_100_300_500,0.037533358,0.007504519
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC25_2C__low_widths_30_50_70_100,0.037736562,0.007742973
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC25_1C__low_widths_30_50_70,0.042021443,0.007762848
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC20_1C__mid_widths_300_500_700,0.038805177,0.00727458
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC15_1C__mid_widths_300_500_700,0.035832479063266115,0.006972947
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC30_1C__all_widths,0.041892879,0.008528844
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC35_2C__mid_widths_100_300_500,0.037005306,0.007364371
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC30_2C__all_widths,0.041641467,0.008116617
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC35_1C__all_widths,0.029413825769102356,0.005503393
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC15_2C__mid_widths_300_500_700,0.032115566,0.005920471
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC20_2C__mid_widths_300_500_700,0.040633737,0.007278905
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC40_1C__mid_widths_100_300_500,0.032901829,0.006330359
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC35_1C__high_widths_1000_3000_5000,0.029625016,0.005126558
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC25_2C__low_widths_50_70_100,0.037054118,0.007692261
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC40_2C__mid_widths_100_300_500,0.025279606,0.004033949
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC25_1C__mid_widths_300_500_700,0.040818991,0.007016394
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC35_2C__high_widths_1000_3000_5000,0.024829076210004318,0.00562277
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC45_1C__mid_widths_100_300_500,0.031256225,0.005707195
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC30_1C__low_widths_30_50_70_100,0.042741212418631026,0.007948219
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC30_2C__low_widths_30_50_70_100,0.042133394,0.008367523
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC35_1C__low_widths_30_50_70_100,0.040724954,0.00736692
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC40_1C__high_widths_1000_3000_5000,0.023761710139548947,0.004478403
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC45_2C__mid_widths_100_300_500,0.029564626,0.005533266
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC50_1C__mid_widths_100_300_500,0.034345254,0.00617503
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC35_1C__high_widths_3000_5000,0.029116274281924447,0.005201985
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC25_2C__low_widths_30_50_70,0.036208322556197305,0.007644677
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC35_2C__high_widths_3000_5000,0.027075244572777463,0.004809977
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC50_2C__mid_widths_100_300_500,0.030706307852823314,0.005736155
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC40_2C__high_widths_1000_3000_5000,0.020674527,0.004376876
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC30_1C__low_widths_50_70_100,0.042433204,0.008036069
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC30_2C__low_widths_50_70_100,0.041223911,0.007906845
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC35_1C__low_widths_50_70_100,0.04081184,0.007560725
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC45_1C__high_widths_1000_3000_5000,0.027606110474125325,0.004724262
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC40_1C__high_widths_3000_5000,0.023309665300518402,0.004405363
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC50_1C__high_widths_1000_3000_5000,0.024592324,0.004664756
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC45_2C__high_widths_1000_3000_5000,0.025371414,0.00448896
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC35_1C__high_widths_1000_3000,0.033258895332457204,0.00584681
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC25_2C__mid_widths_300_500_700,0.035847932,0.00711479
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC35_2C__high_widths_1000_3000,0.028468923190927014,0.00662953
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC40_2C__high_widths_3000_5000,0.021358315,0.004375313
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC50_2C__high_widths_1000_3000_5000,0.024560724783375544,0.004610832
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC30_1C__low_widths_30_50_70,0.042294302936655245,0.007761171
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC35_1C__low_widths_30_50_70,0.041487847,0.007635868
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC45_1C__high_widths_3000_5000,0.027917596,0.004698514
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC30_2C__low_widths_30_50_70,0.041617326,0.007799679
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC40_1C__high_widths_1000_3000,0.025474771684019425,0.004636935
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC50_1C__high_widths_3000_5000,0.024816033,0.004549018
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC35_2C__all_widths,0.021677602,0.004163917
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC45_2C__high_widths_3000_5000,0.025379646,0.004413584
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC55_1C__mid_widths_100_300_500,0.034579989,0.00588228
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC30_1C__mid_widths_300_500_700,0.039410426,0.007601966
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC50_2C__high_widths_3000_5000,0.023431871103148406,0.004425398
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC40_1C__all_widths,0.023175422,0.004508857
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC40_2C__high_widths_1000_3000,0.023304069256208558,0.004122081
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC35_1C__mid_widths_300_500_700,0.036645678,0.006130156
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC45_1C__high_widths_1000_3000,0.029065086038779907,0.004850203
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC30_2C__mid_widths_300_500_700,0.038628665,0.007020218
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC40_2C__all_widths,0.019621964,0.004383954
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC50_1C__high_widths_1000_3000,0.029088154018834904,0.004223162
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC45_2C__high_widths_1000_3000,0.025191587,0.004451441
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC35_2C__low_widths_30_50_70_100,0.042126901771564196,0.007857818
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC50_2C__high_widths_1000_3000,0.024855771072575306,0.004705485
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC55_1C__high_widths_1000_3000_5000,0.030012873373438297,0.005989281
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC40_1C__low_widths_30_50_70_100,0.03483054,0.006334981
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC45_1C__all_widths,0.029432919107527874,0.005389047
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC45_2C__all_widths,0.026184698836823818,0.004849551
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC55_2C__mid_widths_100_300_500,0.032416824382371076,0.005510162
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC60_2C__mid_widths_100_300_500,0.034366137285289255,0.005070133
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_100_300_500,,exp2__SOC60_1C__mid_widths_100_300_500,0.039160427333200395,0.007084435
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC50_2C__all_widths,0.023365848817709256,0.004557657
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC40_2C__low_widths_30_50_70_100,0.033448939,0.006577148
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC50_1C__all_widths,0.027850213602758286,0.005062365
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC35_2C__low_widths_50_70_100,0.042389726007206904,0.007453648
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,all_widths,,exp2__SOC55_1C__all_widths,0.031395458978611915,0.006392928
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC55_1C__high_widths_3000_5000,0.029924186022208213,0.005747785
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC40_1C__low_widths_50_70_100,0.033825133,0.006025774
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC45_1C__low_widths_30_50_70_100,0.032817542,0.005849027
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC55_2C__high_widths_1000_3000_5000,0.030892044,0.005327644
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC45_2C__low_widths_30_50_70_100,0.035922121015410216,0.006304476
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC60_2C__high_widths_1000_3000_5000,0.031383653,0.005530354
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000_5000,,exp2__SOC60_1C__high_widths_1000_3000_5000,0.030141760952503295,0.00561684
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC50_2C__low_widths_30_50_70_100,0.034794137,0.007762155
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC40_2C__low_widths_50_70_100,0.032213048,0.006318655
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC35_2C__low_widths_30_50_70,0.04220935,0.007766582
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC50_1C__low_widths_30_50_70_100,0.037488921,0.007341501
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70_100,,exp2__SOC55_1C__low_widths_30_50_70_100,0.036639558,0.006314577
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_1000_3000,,exp2__SOC55_1C__high_widths_1000_3000,0.029948527394528468,0.00571489
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC40_1C__low_widths_30_50_70,0.034902231895696564,0.006468833
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC45_1C__low_widths_50_70_100,0.032485052470738546,0.005873856
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC45_2C__low_widths_50_70_100,0.035550685,0.006219163
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC55_2C__high_widths_3000_5000,0.030355406518194232,0.005090103
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC60_2C__high_widths_3000_5000,0.031432495537182206,0.005669338
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,high_widths_3000_5000,,exp2__SOC60_1C__high_widths_3000_5000,0.028641491,0.005445745
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC50_2C__low_widths_50_70_100,0.034560892670136484,0.007159276
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_30_50_70,,exp2__SOC40_2C__low_widths_30_50_70,0.034223337,0.006138694
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,mid_widths_300_500_700,,exp2__SOC35_2C__mid_widths_300_500_700,0.0379329,0.007142297
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC50_1C__low_widths_50_70_100,0.036813144,0.007343514
violin_raw_points,combo,35Ah LFP,linear,Combinational Width,Comb.-W,width_group,low_widths_50_70_100,,exp2__SOC55_1C__low_widths_50_70_100,0.035965516,0.006253288
