capacity,width_ms,soc_%,crate,d_raw,d_norm,mae
LFP 20Ah,50,5,1C,0.22360679774997896,0.024893718442989838,0.0176961043311908
LFP 20Ah,50,5,1.5C,0.33541019662496846,0.04520843264209422,0.0174735197289641
LFP 20Ah,50,5,2C,0.4472135954999579,0.06552314684119859,0.0164990703782845
LFP 20Ah,50,5,2.5C,0.5590169943749475,0.08583786104030298,0.0163911388160239
LFP 20Ah,50,10,0.5C,0.11180339887498948,0.004579004243885458,0.0159342326332685
LFP 20Ah,50,10,1C,0.22360679774997896,0.024893718442989838,0.0173969175410708
LFP 20Ah,50,10,1.5C,0.33541019662496846,0.04520843264209422,0.0166592768921298
LFP 20Ah,50,10,2C,0.4472135954999579,0.06552314684119859,0.016646286805095
LFP 20Ah,50,10,2.5C,0.5590169943749475,0.08583786104030298,0.0177472433618523
LFP 20Ah,50,15,0.5C,0.11180339887498948,0.004579004243885458,0.014462415103561
LFP 20Ah,50,15,1C,0.22360679774997896,0.024893718442989838,0.0169470969283458
LFP 20Ah,50,15,1.5C,0.33541019662496846,0.04520843264209422,0.015313889461074
LFP 20Ah,50,15,2C,0.4472135954999579,0.06552314684119859,0.0157813887974618
LFP 20Ah,50,15,2.5C,0.5590169943749475,0.08583786104030298,0.0161977485718092
LFP 20Ah,50,20,0.5C,0.11180339887498948,0.004579004243885458,0.0148729676355846
LFP 20Ah,50,20,1C,0.22360679774997896,0.024893718442989838,0.0158139682818325
LFP 20Ah,50,20,1.5C,0.33541019662496846,0.04520843264209422,0.0169849349165234
LFP 20Ah,50,20,2C,0.4472135954999579,0.06552314684119859,0.0147737059944644
LFP 20Ah,50,20,2.5C,0.5590169943749475,0.08583786104030298,0.0170110667283876
LFP 20Ah,50,25,0.5C,0.11180339887498948,0.004579004243885458,0.0143938237721036
LFP 20Ah,50,25,1C,0.22360679774997896,0.024893718442989838,0.0153307892650778
LFP 20Ah,50,25,1.5C,0.33541019662496846,0.04520843264209422,0.0144319464831451
LFP 20Ah,50,25,2C,0.4472135954999579,0.06552314684119859,0.015891609822327
LFP 20Ah,50,25,2.5C,0.5590169943749475,0.08583786104030298,0.0149071541441762
LFP 20Ah,50,30,0.5C,0.11180339887498948,0.004579004243885458,0.0137605281533806
LFP 20Ah,50,30,1C,0.22360679774997896,0.024893718442989838,0.0152014436776143
LFP 20Ah,50,30,1.5C,0.33541019662496846,0.04520843264209422,0.0154664784561259
LFP 20Ah,50,30,2C,0.4472135954999579,0.06552314684119859,0.0152098909376277
LFP 20Ah,50,30,2.5C,0.5590169943749475,0.08583786104030298,0.0149776107720336
LFP 20Ah,50,35,0.5C,0.11180339887498948,0.004579004243885458,0.0140127202171893
LFP 20Ah,50,35,1C,0.22360679774997896,0.024893718442989838,0.0145285314876835
LFP 20Ah,50,35,1.5C,0.33541019662496846,0.04520843264209422,0.0143399885892755
LFP 20Ah,50,35,2C,0.4472135954999579,0.06552314684119859,0.0147446468050727
LFP 20Ah,50,35,2.5C,0.5590169943749475,0.08583786104030298,0.014579936612327
LFP 20Ah,50,40,0.5C,0.11180339887498948,0.004579004243885458,0.0145374787215997
LFP 20Ah,50,40,1C,0.22360679774997896,0.024893718442989838,0.0155843886844286
LFP 20Ah,50,40,1.5C,0.33541019662496846,0.04520843264209422,0.0173173825035838
LFP 20Ah,50,40,2C,0.4472135954999579,0.06552314684119859,0.0151969204598744
LFP 20Ah,50,40,2.5C,0.5590169943749475,0.08583786104030298,0.0166439745206477
LFP 20Ah,50,45,0.5C,0.11180339887498948,0.004579004243885458,0.0154511261781306
LFP 20Ah,50,45,1C,0.22360679774997896,0.024893718442989838,0.0165125770333392
LFP 20Ah,50,45,1.5C,0.33541019662496846,0.04520843264209422,0.0164210975188977
LFP 20Ah,50,45,2C,0.4472135954999579,0.06552314684119859,0.0178062723560564
LFP 20Ah,50,45,2.5C,0.5590169943749475,0.08583786104030298,0.0163155361255508
LFP 20Ah,50,50,0.5C,0.11180339887498948,0.004579004243885458,0.0131693094631462
LFP 20Ah,50,50,1C,0.22360679774997896,0.024893718442989838,0.0174003752126689
LFP 20Ah,50,50,1.5C,0.33541019662496846,0.04520843264209422,0.0186087104498196
LFP 20Ah,50,50,2C,0.4472135954999579,0.06552314684119859,0.0156198634251205
LFP 20Ah,50,50,2.5C,0.5590169943749475,0.08583786104030298,0.0154531334318623
LFP 20Ah,50,55,0.5C,0.11180339887498948,0.004579004243885458,0.0146756057448046
LFP 20Ah,50,55,1C,0.22360679774997896,0.024893718442989838,0.0161490302707199
LFP 20Ah,50,55,1.5C,0.33541019662496846,0.04520843264209422,0.0157987711018459
LFP 20Ah,50,55,2C,0.4472135954999579,0.06552314684119859,0.0174919965894342
LFP 20Ah,50,55,2.5C,0.5590169943749475,0.08583786104030298,0.0173776009684097
LFP 20Ah,50,60,0.5C,0.11180339887498948,0.004579004243885458,0.0154208308873752
LFP 20Ah,50,60,1C,0.22360679774997896,0.024893718442989838,0.0176343735104584
LFP 20Ah,50,60,1.5C,0.33541019662496846,0.04520843264209422,0.0183442030776305
LFP 20Ah,50,60,2C,0.4472135954999579,0.06552314684119859,0.0164069801684978
LFP 20Ah,50,60,2.5C,0.5590169943749475,0.08583786104030298,0.0162506556962344
LFP 20Ah,50,65,0.5C,0.11180339887498948,0.004579004243885458,0.0127123815806015
LFP 20Ah,50,65,1C,0.22360679774997896,0.024893718442989838,0.0153896865083532
LFP 20Ah,50,65,1.5C,0.33541019662496846,0.04520843264209422,0.0160143884115735
LFP 20Ah,50,65,2C,0.4472135954999579,0.06552314684119859,0.0157155397517105
LFP 20Ah,50,65,2.5C,0.5590169943749475,0.08583786104030298,0.0142789112017691
LFP 20Ah,50,70,0.5C,0.11180339887498948,0.004579004243885458,0.0106507538859335
LFP 20Ah,50,70,1C,0.22360679774997896,0.024893718442989838,0.0111728844236205
LFP 20Ah,50,70,1.5C,0.33541019662496846,0.04520843264209422,0.0106367181375821
LFP 20Ah,50,70,2C,0.4472135954999579,0.06552314684119859,0.0114532812699992
LFP 20Ah,50,70,2.5C,0.5590169943749475,0.08583786104030298,0.0105021158890786
LFP 20Ah,50,75,0.5C,0.11180339887498948,0.004579004243885458,0.0032290234980267
LFP 20Ah,50,75,1C,0.22360679774997896,0.024893718442989838,0.0028414508928577
LFP 20Ah,50,75,1.5C,0.33541019662496846,0.04520843264209422,0.0031613211171632
LFP 20Ah,50,75,2C,0.4472135954999579,0.06552314684119859,0.0036581359951713
LFP 20Ah,50,75,2.5C,0.5590169943749475,0.08583786104030298,0.0033247897079418
LFP 20Ah,70,5,0.5C,0.13228756555322954,0.008300984039334706,0.0189909566628536
LFP 20Ah,70,5,1C,0.2645751311064591,0.03233767803388833,0.022703647518293
LFP 20Ah,70,5,1.5C,0.39686269665968865,0.05637437202844197,0.0236628023630746
LFP 20Ah,70,5,2C,0.5291502622129182,0.0804110660229956,0.0223114270962592
LFP 20Ah,70,5,2.5C,0.6614378277661477,0.10444776001754921,0.0235609561934917
LFP 20Ah,70,10,0.5C,0.13228756555322954,0.008300984039334706,0.0185022352063679
LFP 20Ah,70,10,1C,0.2645751311064591,0.03233767803388833,0.020657724105951
LFP 20Ah,70,10,1.5C,0.39686269665968865,0.05637437202844197,0.0216787993228527
LFP 20Ah,70,10,2C,0.5291502622129182,0.0804110660229956,0.021050282071667
LFP 20Ah,70,10,2.5C,0.6614378277661477,0.10444776001754921,0.0203204509555705
LFP 20Ah,70,15,0.5C,0.13228756555322954,0.008300984039334706,0.0176986908676059
LFP 20Ah,70,15,1C,0.2645751311064591,0.03233767803388833,0.0222786285170715
LFP 20Ah,70,15,1.5C,0.39686269665968865,0.05637437202844197,0.0216759709266769
LFP 20Ah,70,15,2C,0.5291502622129182,0.0804110660229956,0.021665248352151
LFP 20Ah,70,15,2.5C,0.6614378277661477,0.10444776001754921,0.0200779934397803
LFP 20Ah,70,20,0.5C,0.13228756555322954,0.008300984039334706,0.0177169114808177
LFP 20Ah,70,20,1C,0.2645751311064591,0.03233767803388833,0.0207018709128184
LFP 20Ah,70,20,1.5C,0.39686269665968865,0.05637437202844197,0.0183574859062893
LFP 20Ah,70,20,2C,0.5291502622129182,0.0804110660229956,0.0200519122903471
LFP 20Ah,70,20,2.5C,0.6614378277661477,0.10444776001754921,0.0208435849846416
LFP 20Ah,70,25,0.5C,0.13228756555322954,0.008300984039334706,0.0166004138494939
LFP 20Ah,70,25,1C,0.2645751311064591,0.03233767803388833,0.0212385570654337
LFP 20Ah,70,25,1.5C,0.39686269665968865,0.05637437202844197,0.0204699901060869
LFP 20Ah,70,25,2C,0.5291502622129182,0.0804110660229956,0.0209390194588908
LFP 20Ah,70,25,2.5C,0.6614378277661477,0.10444776001754921,0.0192568373037641
LFP 20Ah,70,30,0.5C,0.13228756555322954,0.008300984039334706,0.0176377971382603
LFP 20Ah,70,30,1C,0.2645751311064591,0.03233767803388833,0.0185354357866542
LFP 20Ah,70,30,1.5C,0.39686269665968865,0.05637437202844197,0.0174321932933863
LFP 20Ah,70,30,2C,0.5291502622129182,0.0804110660229956,0.0199786607133254
LFP 20Ah,70,30,2.5C,0.6614378277661477,0.10444776001754921,0.0190790250412754
LFP 20Ah,70,35,0.5C,0.13228756555322954,0.008300984039334706,0.0186253121261387
LFP 20Ah,70,35,1C,0.2645751311064591,0.03233767803388833,0.0205885467820317
LFP 20Ah,70,35,1.5C,0.39686269665968865,0.05637437202844197,0.0182911143194109
LFP 20Ah,70,35,2C,0.5291502622129182,0.0804110660229956,0.0194703330064132
LFP 20Ah,70,35,2.5C,0.6614378277661477,0.10444776001754921,0.0209723449064916
LFP 20Ah,70,40,0.5C,0.13228756555322954,0.008300984039334706,0.0156241262140979
LFP 20Ah,70,40,1C,0.2645751311064591,0.03233767803388833,0.0151431378710831
LFP 20Ah,70,40,1.5C,0.39686269665968865,0.05637437202844197,0.0140130760735132
LFP 20Ah,70,40,2C,0.5291502622129182,0.0804110660229956,0.0155887805316555
LFP 20Ah,70,40,2.5C,0.6614378277661477,0.10444776001754921,0.0156526894092237
LFP 20Ah,70,45,0.5C,0.13228756555322954,0.008300984039334706,0.0158083882683191
LFP 20Ah,70,45,1C,0.2645751311064591,0.03233767803388833,0.0151406090952288
LFP 20Ah,70,45,1.5C,0.39686269665968865,0.05637437202844197,0.0154700344943297
LFP 20Ah,70,45,2C,0.5291502622129182,0.0804110660229956,0.015779757622791
LFP 20Ah,70,45,2.5C,0.6614378277661477,0.10444776001754921,0.0150758167175448
LFP 20Ah,70,50,0.5C,0.13228756555322954,0.008300984039334706,0.0142490176872382
LFP 20Ah,70,50,1C,0.2645751311064591,0.03233767803388833,0.0162334878619109
LFP 20Ah,70,50,1.5C,0.39686269665968865,0.05637437202844197,0.0155176280783686
LFP 20Ah,70,50,2C,0.5291502622129182,0.0804110660229956,0.0157479726252336
LFP 20Ah,70,50,2.5C,0.6614378277661477,0.10444776001754921,0.0153819477363665
LFP 20Ah,70,55,0.5C,0.13228756555322954,0.008300984039334706,0.0164063540431401
LFP 20Ah,70,55,1C,0.2645751311064591,0.03233767803388833,0.0159120893070574
LFP 20Ah,70,55,1.5C,0.39686269665968865,0.05637437202844197,0.0161556538420926
LFP 20Ah,70,55,2C,0.5291502622129182,0.0804110660229956,0.0163043677802961
LFP 20Ah,70,55,2.5C,0.6614378277661477,0.10444776001754921,0.0166497837369666
LFP 20Ah,70,60,0.5C,0.13228756555322954,0.008300984039334706,0.0169492426547931
LFP 20Ah,70,60,1C,0.2645751311064591,0.03233767803388833,0.0167240336947452
LFP 20Ah,70,60,1.5C,0.39686269665968865,0.05637437202844197,0.0173267861559623
LFP 20Ah,70,60,2C,0.5291502622129182,0.0804110660229956,0.0142719528021416
LFP 20Ah,70,60,2.5C,0.6614378277661477,0.10444776001754921,0.0158024857687219
LFP 20Ah,70,65,0.5C,0.13228756555322954,0.008300984039334706,0.0144596363555389
LFP 20Ah,70,65,1C,0.2645751311064591,0.03233767803388833,0.0159238260319236
LFP 20Ah,70,65,1.5C,0.39686269665968865,0.05637437202844197,0.0158459531981918
LFP 20Ah,70,65,2C,0.5291502622129182,0.0804110660229956,0.015314711680603
LFP 20Ah,70,65,2.5C,0.6614378277661477,0.10444776001754921,0.0144331177936192
LFP 20Ah,70,70,0.5C,0.13228756555322954,0.008300984039334706,0.0103856488812132
LFP 20Ah,70,70,1C,0.2645751311064591,0.03233767803388833,0.0106953487589018
LFP 20Ah,70,70,1.5C,0.39686269665968865,0.05637437202844197,0.0117251501331213
LFP 20Ah,70,70,2C,0.5291502622129182,0.0804110660229956,0.0102912565833806
LFP 20Ah,70,70,2.5C,0.6614378277661477,0.10444776001754921,0.0109190153193549
LFP 20Ah,70,75,0.5C,0.13228756555322954,0.008300984039334706,0.0034051178696161
LFP 20Ah,70,75,1C,0.2645751311064591,0.03233767803388833,0.0031200282300903
LFP 20Ah,70,75,1.5C,0.39686269665968865,0.05637437202844197,0.0032170400008861
LFP 20Ah,70,75,2C,0.5291502622129182,0.0804110660229956,0.0032644104169848
LFP 20Ah,70,75,2.5C,0.6614378277661477,0.10444776001754921,0.0033873876231931
LFP 20Ah,100,5,0.5C,0.15811388300841897,0.01299363438088778,0.020545670853127
LFP 20Ah,100,5,1C,0.31622776601683794,0.04172297871699448,0.0191282348109637
LFP 20Ah,100,5,1.5C,0.4743416490252569,0.07045232305310119,0.0186226352340942
LFP 20Ah,100,5,2C,0.6324555320336759,0.09918166738920789,0.0180382373412349
LFP 20Ah,100,5,2.5C,0.7905694150420949,0.1279110117253146,0.0174864493669509
LFP 20Ah,100,10,0.5C,0.15811388300841897,0.01299363438088778,0.0182511787958055
LFP 20Ah,100,10,1C,0.31622776601683794,0.04172297871699448,0.0170421022971102
LFP 20Ah,100,10,1.5C,0.4743416490252569,0.07045232305310119,0.0166840557184396
LFP 20Ah,100,10,2C,0.6324555320336759,0.09918166738920789,0.0176086742052287
LFP 20Ah,100,10,2.5C,0.7905694150420949,0.1279110117253146,0.016972803478062
LFP 20Ah,100,15,0.5C,0.15811388300841897,0.01299363438088778,0.0177242481590039
LFP 20Ah,100,15,1C,0.31622776601683794,0.04172297871699448,0.0167093789062482
LFP 20Ah,100,15,1.5C,0.4743416490252569,0.07045232305310119,0.0162958870658456
LFP 20Ah,100,15,2C,0.6324555320336759,0.09918166738920789,0.0162361986054908
LFP 20Ah,100,15,2.5C,0.7905694150420949,0.1279110117253146,0.0164105988586069
LFP 20Ah,100,20,0.5C,0.15811388300841897,0.01299363438088778,0.0175441596288733
LFP 20Ah,100,20,1C,0.31622776601683794,0.04172297871699448,0.0158338458904766
LFP 20Ah,100,20,1.5C,0.4743416490252569,0.07045232305310119,0.0162785803172276
LFP 20Ah,100,20,2C,0.6324555320336759,0.09918166738920789,0.0165902573226085
LFP 20Ah,100,20,2.5C,0.7905694150420949,0.1279110117253146,0.0161492301521235
LFP 20Ah,100,25,0.5C,0.15811388300841897,0.01299363438088778,0.0160921192841904
LFP 20Ah,100,25,1C,0.31622776601683794,0.04172297871699448,0.0155425979293868
LFP 20Ah,100,25,1.5C,0.4743416490252569,0.07045232305310119,0.0161050287088473
LFP 20Ah,100,25,2C,0.6324555320336759,0.09918166738920789,0.0151260246479969
LFP 20Ah,100,25,2.5C,0.7905694150420949,0.1279110117253146,0.015392294135635
LFP 20Ah,100,30,0.5C,0.15811388300841897,0.01299363438088778,0.015750586959163
LFP 20Ah,100,30,1C,0.31622776601683794,0.04172297871699448,0.0158333367000129
LFP 20Ah,100,30,1.5C,0.4743416490252569,0.07045232305310119,0.015046663913641
LFP 20Ah,100,30,2C,0.6324555320336759,0.09918166738920789,0.0150234924490203
LFP 20Ah,100,30,2.5C,0.7905694150420949,0.1279110117253146,0.0149089384068823
LFP 20Ah,100,35,0.5C,0.15811388300841897,0.01299363438088778,0.0176908323123578
LFP 20Ah,100,35,1C,0.31622776601683794,0.04172297871699448,0.0148544409670073
LFP 20Ah,100,35,1.5C,0.4743416490252569,0.07045232305310119,0.013801200962111
LFP 20Ah,100,35,2C,0.6324555320336759,0.09918166738920789,0.0145432697044886
LFP 20Ah,100,35,2.5C,0.7905694150420949,0.1279110117253146,0.0138469814930455
LFP 20Ah,100,40,0.5C,0.15811388300841897,0.01299363438088778,0.0139827111845154
LFP 20Ah,100,40,1C,0.31622776601683794,0.04172297871699448,0.0141252227520861
LFP 20Ah,100,40,1.5C,0.4743416490252569,0.07045232305310119,0.0144190257023517
LFP 20Ah,100,40,2C,0.6324555320336759,0.09918166738920789,0.0139743577521663
LFP 20Ah,100,40,2.5C,0.7905694150420949,0.1279110117253146,0.0142519121875279
LFP 20Ah,100,45,0.5C,0.15811388300841897,0.01299363438088778,0.0145509555981818
LFP 20Ah,100,45,1C,0.31622776601683794,0.04172297871699448,0.0138422843043952
LFP 20Ah,100,45,1.5C,0.4743416490252569,0.07045232305310119,0.0144295640769147
LFP 20Ah,100,45,2C,0.6324555320336759,0.09918166738920789,0.0140905055458947
LFP 20Ah,100,45,2.5C,0.7905694150420949,0.1279110117253146,0.0144426226450921
LFP 20Ah,100,50,0.5C,0.15811388300841897,0.01299363438088778,0.0141889612931946
LFP 20Ah,100,50,1C,0.31622776601683794,0.04172297871699448,0.0148548684585774
LFP 20Ah,100,50,1.5C,0.4743416490252569,0.07045232305310119,0.014573508119613
LFP 20Ah,100,50,2C,0.6324555320336759,0.09918166738920789,0.0142063109265573
LFP 20Ah,100,50,2.5C,0.7905694150420949,0.1279110117253146,0.0150548901525842
LFP 20Ah,100,55,0.5C,0.15811388300841897,0.01299363438088778,0.0155016115484542
LFP 20Ah,100,55,1C,0.31622776601683794,0.04172297871699448,0.0145715627407863
LFP 20Ah,100,55,1.5C,0.4743416490252569,0.07045232305310119,0.0154652732700409
LFP 20Ah,100,55,2C,0.6324555320336759,0.09918166738920789,0.014911351351342
LFP 20Ah,100,55,2.5C,0.7905694150420949,0.1279110117253146,0.0153438292493622
LFP 20Ah,100,60,0.5C,0.15811388300841897,0.01299363438088778,0.0147732082938086
LFP 20Ah,100,60,1C,0.31622776601683794,0.04172297871699448,0.0153474870147991
LFP 20Ah,100,60,1.5C,0.4743416490252569,0.07045232305310119,0.0146002318592908
LFP 20Ah,100,60,2C,0.6324555320336759,0.09918166738920789,0.0150464331012684
LFP 20Ah,100,60,2.5C,0.7905694150420949,0.1279110117253146,0.0148531201165817
LFP 20Ah,100,65,0.5C,0.15811388300841897,0.01299363438088778,0.0137728667528084
LFP 20Ah,100,65,1C,0.31622776601683794,0.04172297871699448,0.0138564665387482
LFP 20Ah,100,65,1.5C,0.4743416490252569,0.07045232305310119,0.0137671329663217
LFP 20Ah,100,65,2C,0.6324555320336759,0.09918166738920789,0.0133993149629039
LFP 20Ah,100,65,2.5C,0.7905694150420949,0.1279110117253146,0.014386798333375
LFP 20Ah,100,70,0.5C,0.15811388300841897,0.01299363438088778,0.0098276456129962
LFP 20Ah,100,70,1C,0.31622776601683794,0.04172297871699448,0.0111631312263589
LFP 20Ah,100,70,1.5C,0.4743416490252569,0.07045232305310119,0.0103294471307519
LFP 20Ah,100,70,2C,0.6324555320336759,0.09918166738920789,0.0104901057891593
LFP 20Ah,100,70,2.5C,0.7905694150420949,0.1279110117253146,0.0107543590691275
LFP 20Ah,100,75,0.5C,0.15811388300841897,0.01299363438088778,0.0027766606596392
LFP 20Ah,100,75,1C,0.31622776601683794,0.04172297871699448,0.0031442913385827
LFP 20Ah,100,75,1.5C,0.4743416490252569,0.07045232305310119,0.0031399508812119
LFP 20Ah,100,75,2C,0.6324555320336759,0.09918166738920789,0.0033849982305583
LFP 20Ah,100,75,2.5C,0.7905694150420949,0.1279110117253146,0.0034942902488572
LFP 20Ah,300,5,0.5C,0.27386127875258304,0.03402497410305904,0.0180963936541285
LFP 20Ah,300,5,1C,0.5477225575051661,0.083785658161337,0.0221183178360467
LFP 20Ah,300,5,1.5C,0.8215838362577491,0.13354634221961495,0.0229361599665426
LFP 20Ah,300,5,2C,1.0954451150103321,0.18330702627789291,0.022796520713912
LFP 20Ah,300,5,2.5C,1.369306393762915,0.23306771033617085,0.0223195789829529
LFP 20Ah,300,10,0.5C,0.27386127875258304,0.03402497410305904,0.0172126326121096
LFP 20Ah,300,10,1C,0.5477225575051661,0.083785658161337,0.0182072681016402
LFP 20Ah,300,10,1.5C,0.8215838362577491,0.13354634221961495,0.0183324439222082
LFP 20Ah,300,10,2C,1.0954451150103321,0.18330702627789291,0.0181729913896973
LFP 20Ah,300,10,2.5C,1.369306393762915,0.23306771033617085,0.0188232236863524
LFP 20Ah,300,15,0.5C,0.27386127875258304,0.03402497410305904,0.0172112156334982
LFP 20Ah,300,15,1C,0.5477225575051661,0.083785658161337,0.0189592173713138
LFP 20Ah,300,15,1.5C,0.8215838362577491,0.13354634221961495,0.0191662150440751
LFP 20Ah,300,15,2C,1.0954451150103321,0.18330702627789291,0.0192441166191078
LFP 20Ah,300,15,2.5C,1.369306393762915,0.23306771033617085,0.0184747037541241
LFP 20Ah,300,20,0.5C,0.27386127875258304,0.03402497410305904,0.0157366457255306
LFP 20Ah,300,20,1C,0.5477225575051661,0.083785658161337,0.0188994052384786
