group,label,file_name,file_path,SOC_low,SOC_high,SOC_window,Part,keep_reason,SOH,SOH_percent,Qn_Ah,Q_Ah
68Ah LFP,68 Ah,LFP_C_68_B_79_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0011718.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_79_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0011718.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8263308823529412,82.63308823529411,68,56.1905
68Ah LFP,68 Ah,LFP_C_68_B_7_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004437.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_7_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004437.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8405779411764707,84.05779411764706,68,57.1593
68Ah LFP,68 Ah,LFP_C_68_B_80_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0008027.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_80_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0008027.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7142455882352942,71.42455882352941,68,48.5687
68Ah LFP,68 Ah,LFP_C_68_B_81_SOC_5-70_Part_1-1_ID_02HCB68111211Y8700003532.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_81_SOC_5-70_Part_1-1_ID_02HCB68111211Y8700003532.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7955514705882353,79.55514705882352,68,54.0975
68Ah LFP,68 Ah,LFP_C_68_B_82_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0004689.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_82_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0004689.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7208558823529412,72.08558823529413,68,49.0182
68Ah LFP,68 Ah,LFP_C_68_B_83_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012422.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_83_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012422.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8129088235294117,81.29088235294117,68,55.2778
68Ah LFP,68 Ah,LFP_C_68_B_84_SOC_5-70_Part_1-1_ID_02HCB68111211Y86L0003593.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_84_SOC_5-70_Part_1-1_ID_02HCB68111211Y86L0003593.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7633029411764706,76.33029411764706,68,51.9046
68Ah LFP,68 Ah,LFP_C_68_B_85_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0004883.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_85_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0004883.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7309691176470589,73.09691176470588,68,49.7059
68Ah LFP,68 Ah,LFP_C_68_B_86_SOC_5-70_Part_1-1_ID_02HCB68111211Y86H0009376.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_86_SOC_5-70_Part_1-1_ID_02HCB68111211Y86H0009376.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7856073529411765,78.56073529411765,68,53.4213
68Ah LFP,68 Ah,LFP_C_68_B_87_SOC_5-70_Part_1-1_ID_02HCB68111211Y86N0002747.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_87_SOC_5-70_Part_1-1_ID_02HCB68111211Y86N0002747.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7551058823529412,75.51058823529412,68,51.3472
68Ah LFP,68 Ah,LFP_C_68_B_88_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0007131.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_88_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0007131.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7404117647058823,74.04117647058823,68,50.348
68Ah LFP,68 Ah,LFP_C_68_B_89_SOC_5-70_Part_1-1_ID_02HCB68111211Y86M0002366.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_89_SOC_5-70_Part_1-1_ID_02HCB68111211Y86M0002366.xlsx,5,70,5-70,1-1,keep_SOC_5-70_Part_1-1,0.7657735294117647,76.57735294117647,68,52.0726
68Ah LFP,68 Ah,LFP_C_68_B_8_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0001875.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_8_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0001875.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8585220588235294,85.85220588235293,68,58.3795
68Ah LFP,68 Ah,LFP_C_68_B_90_SOC_5-65_Part_1-1_ID_02HCB68111211Y86S0000666.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_90_SOC_5-65_Part_1-1_ID_02HCB68111211Y86S0000666.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.746439705882353,74.64397058823529,68,50.7579
68Ah LFP,68 Ah,LFP_C_68_B_91_SOC_5-65_Part_1-1_ID_02HCB68111211Y86L0005694.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_91_SOC_5-65_Part_1-1_ID_02HCB68111211Y86L0005694.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.6961367647058824,69.61367647058823,68,47.3373
68Ah LFP,68 Ah,LFP_C_68_B_92_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004333.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_92_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004333.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8303014705882353,83.03014705882353,68,56.4605
68Ah LFP,68 Ah,LFP_C_68_B_93_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0006552.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_93_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0006552.xlsx,5,65,5-65,1-1,keep_SOC_5-65_Part_1-1,0.7244132352941177,72.44132352941178,68,49.2601
68Ah LFP,68 Ah,LFP_C_68_B_94_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008148.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_94_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008148.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8149132352941176,81.49132352941176,68,55.4141
68Ah LFP,68 Ah,LFP_C_68_B_95_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012977.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_95_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012977.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8300235294117647,83.00235294117647,68,56.4416
68Ah LFP,68 Ah,LFP_C_68_B_96_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0007299.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_96_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0007299.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.8431911764705883,84.31911764705883,68,57.337
68Ah LFP,68 Ah,LFP_C_68_B_9_SOC_5-75_Part_1-1_ID_02HCB68111211Y8700000791.xlsx,E:\Datasets\PulseBat\PulseBat-all-raw\ProcessingData All\step_1_extract workstep sheet\68Ah LFP\LFP_C_68_B_9_SOC_5-75_Part_1-1_ID_02HCB68111211Y8700000791.xlsx,5,75,5-75,1-1,keep_SOC_5-75_Part_1-1,0.823635294117647,82.3635294117647,68,56.0072
