capacity,soc_%,crate,seed,importance
68Ah,75,0.5,18,0.000635414310749491
68Ah,75,0.5,19,0.0019089508713415924
68Ah,75,0.5,20,6.358837420022718e-05
68Ah,75,0.5,21,0.0005091819224340841
68Ah,75,0.5,22,0.00011832487636234676
68Ah,75,0.5,23,0.0023499238897229497
68Ah,75,0.5,24,0.002110071756633348
68Ah,75,0.5,25,0.0001294482649684211
68Ah,75,0.5,26,0.002744383235250568
68Ah,75,0.5,27,0.003025939591282856
68Ah,75,0.5,28,0.0012137164071829762
68Ah,75,0.5,29,0.0015728099447294224
68Ah,75,0.5,30,0.0006020872270663755
68Ah,75,0.5,31,0.001406201490502346
68Ah,75,0.5,32,0.0005617740202434181
68Ah,75,0.5,33,0.00079148996517266
68Ah,75,0.5,34,0.00024270750005562852
68Ah,75,0.5,35,0.0009920042770655217
68Ah,75,0.5,36,0.0009254824558910186
68Ah,75,0.5,37,0.00026673637429328403
68Ah,75,0.5,38,0.0012130628392840075
68Ah,75,0.5,39,0.0011190620084968123
68Ah,75,0.5,40,0.001115191383020457
68Ah,75,0.5,41,0.0024787466251670913
68Ah,75,0.5,42,0.0027514369484974094
68Ah,75,0.5,43,0.0005281052272062859
68Ah,75,0.5,44,0.0014422789814338237
68Ah,75,0.5,45,0.000402751694816502
68Ah,75,0.5,46,0.0031781647615481273
68Ah,75,0.5,47,0.0018206762290228064
68Ah,75,0.5,48,0.003604230261457454
68Ah,75,0.5,49,0.001340523617572244
68Ah,75,0.5,50,0.00047778850406874387
68Ah,75,0.5,51,0.0016160749138824893
68Ah,75,0.5,52,0.002680268620858844
68Ah,75,0.5,53,0.00047161317182653955
68Ah,75,0.5,54,0.0006212178932938931
68Ah,75,0.5,55,0.0010578888362551097
68Ah,75,0.5,56,0.0001350301852150856
68Ah,75,0.5,57,0.0019169645319177379
68Ah,75,0.5,58,0.0019857849689579603
68Ah,75,0.5,59,0.002921413960073543
68Ah,75,0.5,60,0.0006605056702748865
68Ah,75,0.5,61,0.0004799608144265992
68Ah,75,0.5,62,0.0014789194557625956
68Ah,75,0.5,63,1.8763898689363686e-05
68Ah,75,0.5,64,0.0013650551482986405
68Ah,75,0.5,65,0.00018623674848960994
68Ah,75,0.5,66,0.0006581437544545267
68Ah,75,0.5,67,0.0020446188039546015
68Ah,75,0.5,68,0.00011040174597663325
68Ah,75,0.5,69,0.0010251537644406369
68Ah,75,0.5,70,0.000732154652980902
68Ah,75,0.5,71,0.00014397275688534286
68Ah,75,0.5,72,0.0006366282208564571
68Ah,75,0.5,73,0.0006860034574808027
68Ah,75,0.5,74,0.0005624484162814616
68Ah,75,0.5,75,0.0010519645978298543
68Ah,75,0.5,76,0.0021933139967760243
68Ah,75,0.5,77,0.0006766022878073189
68Ah,75,0.5,78,0.0018264898458461147
68Ah,75,0.5,79,6.112868737156016e-05
68Ah,75,0.5,80,0.0007301491213655739
68Ah,75,0.5,81,0.0007438208588462448
68Ah,75,0.5,82,0.0017765190496857694
68Ah,75,0.5,83,0.00011256377250587128
68Ah,75,0.5,84,0.0001329156072489591
68Ah,75,0.5,85,0.0023434406321874214
68Ah,75,0.5,86,0.0010328313118292214
68Ah,75,0.5,87,0.002116942910647187
68Ah,75,0.5,88,0.001543093808866408
68Ah,75,0.5,89,0.002466833506941002
68Ah,75,0.5,90,0.0003642245607231082
68Ah,75,0.5,91,0.0007951836470901219
68Ah,75,0.5,92,0.00012184303519860376
68Ah,75,0.5,93,0.0011053207057664378
68Ah,75,0.5,94,0.0012168284550131607
68Ah,75,0.5,95,0.0015529100401932836
68Ah,75,0.5,96,0.00021598395572319535
68Ah,75,0.5,97,0.001040145317716781
68Ah,75,0.5,98,0.00014288017928230012
68Ah,75,0.5,99,0.000888076562883358
