capacity,soc_%,crate,seed,importance
20Ah,25,1.0,57,0.013345150028681575
20Ah,25,1.0,58,0.016659187701881954
20Ah,25,1.0,59,0.009223032622578026
20Ah,25,1.0,60,0.016830087551982842
20Ah,25,1.0,61,0.007822605231641551
20Ah,25,1.0,62,0.019857377905429557
20Ah,25,1.0,63,0.01609746187626017
20Ah,25,1.0,64,0.017512468437654836
20Ah,25,1.0,65,0.010735786794122801
20Ah,25,1.0,66,0.0033183463372622197
20Ah,25,1.0,67,0.01202858701442388
20Ah,25,1.0,68,0.014523525022404768
20Ah,25,1.0,69,0.009003188174702326
20Ah,25,1.0,70,0.01697185538482396
20Ah,25,1.0,71,8.585585740761292e-05
20Ah,25,1.0,72,0.01307442714244565
20Ah,25,1.0,73,0.013968419178761831
20Ah,25,1.0,74,0.009711913126034756
20Ah,25,1.0,75,0.0160325941602174
20Ah,25,1.0,76,0.022450507956214075
20Ah,25,1.0,77,0.004341588526082123
20Ah,25,1.0,78,0.008242999836281514
20Ah,25,1.0,79,0.006242923358481294
20Ah,25,1.0,80,0.019077735415967786
20Ah,25,1.0,81,0.01490967715213022
20Ah,25,1.0,82,0.022473154484816953
20Ah,25,1.0,83,0.019374167916978942
20Ah,25,1.0,84,0.019699314720058182
20Ah,25,1.0,85,0.010834563147987416
20Ah,25,1.0,86,0.01565914590163714
20Ah,25,1.0,87,0.01266431336807395
20Ah,25,1.0,88,0.018489376428491158
20Ah,25,1.0,89,0.015381838775825517
20Ah,25,1.0,90,0.017531914560500614
20Ah,25,1.0,91,0.01240817247355322
20Ah,25,1.0,92,0.013458832370446115
20Ah,25,1.0,93,0.013172869879006923
20Ah,25,1.0,94,0.003989052497834319
20Ah,25,1.0,95,0.015945935658343385
20Ah,25,1.0,96,0.011126612467495113
20Ah,25,1.0,97,0.015831848842917644
20Ah,25,1.0,98,0.013249685637279
20Ah,25,1.0,99,0.018077919600899092
68Ah,25,1.0,0,0.0011049329505748128
68Ah,25,1.0,1,0.007117731024218206
68Ah,25,1.0,2,0.010528397855651676
68Ah,25,1.0,3,0.005411481504625211
68Ah,25,1.0,4,0.009115133670894237
68Ah,25,1.0,5,0.0063812237475206705
68Ah,25,1.0,6,0.0020058308213917776
68Ah,25,1.0,7,0.0028728549905081037
68Ah,25,1.0,8,0.006750871755204158
68Ah,25,1.0,9,0.007383665749644407
68Ah,25,1.0,10,0.005323717547506568
68Ah,25,1.0,11,9.204383157799048e-05
68Ah,25,1.0,12,0.005386735362732407
68Ah,25,1.0,13,0.0051541875302585785
68Ah,25,1.0,14,0.005676438061045399
68Ah,25,1.0,15,0.0068298824365321704
68Ah,25,1.0,16,0.01248106936677263
68Ah,25,1.0,17,0.0035349591640425736
68Ah,25,1.0,18,0.002902243682932272
68Ah,25,1.0,19,0.007319300055131817
68Ah,25,1.0,20,0.004972922983265722
68Ah,25,1.0,21,0.0005049840733229883
68Ah,25,1.0,22,0.0009930333651390413
68Ah,25,1.0,23,0.005398393338907783
68Ah,25,1.0,24,0.005482076011371198
68Ah,25,1.0,25,0.008472961841370027
68Ah,25,1.0,26,0.005609188847323437
68Ah,25,1.0,27,0.006979237772759309
68Ah,25,1.0,28,0.007432778936353504
68Ah,25,1.0,29,0.0077613655006753095
68Ah,25,1.0,30,0.0052414646709672
68Ah,25,1.0,31,0.001599259529349882
68Ah,25,1.0,32,0.001383067009045785
68Ah,25,1.0,33,0.002163509035295018
68Ah,25,1.0,34,0.0002746349692858887
68Ah,25,1.0,35,0.008482591190720746
68Ah,25,1.0,36,0.004609240914379762
68Ah,25,1.0,37,0.002964517923871526
68Ah,25,1.0,38,0.00024777373269059023
68Ah,25,1.0,39,0.008654691663896302
68Ah,25,1.0,40,0.004080283438439792
68Ah,25,1.0,41,0.007265005890107595
68Ah,25,1.0,42,0.0066281771669688405
68Ah,25,1.0,43,0.01085466111643018
68Ah,25,1.0,44,0.004535669179205271
68Ah,25,1.0,45,0.0022290285555720286
68Ah,25,1.0,46,0.006606554289204835
68Ah,25,1.0,47,0.0007431330741310624
68Ah,25,1.0,48,0.0067812567920265045
68Ah,25,1.0,49,0.004392399898872926
68Ah,25,1.0,50,0.008584788350037873
68Ah,25,1.0,51,0.007412448259506743
68Ah,25,1.0,52,0.00303999174970232
68Ah,25,1.0,53,0.011844446579740474
68Ah,25,1.0,54,0.0007782111414883202
68Ah,25,1.0,55,0.002793811658310802
68Ah,25,1.0,56,0.009743810056431806
68Ah,25,1.0,57,0.0101605380897974
68Ah,25,1.0,58,0.0008493781947986005
68Ah,25,1.0,59,0.003533191689044198
68Ah,25,1.0,60,0.004471111927392052
68Ah,25,1.0,61,0.004929415448663318
68Ah,25,1.0,62,0.010910326540765961
68Ah,25,1.0,63,0.004130163004312654
68Ah,25,1.0,64,0.007191399007777578
68Ah,25,1.0,65,0.005999629239948099
68Ah,25,1.0,66,0.011331153207614873
68Ah,25,1.0,67,0.0004886824058729505
68Ah,25,1.0,68,0.0065006569245873395
68Ah,25,1.0,69,0.003723571175796331
68Ah,25,1.0,70,0.006809216545170683
68Ah,25,1.0,71,0.00885211431684533
68Ah,25,1.0,72,0.0044920758786176525
68Ah,25,1.0,73,0.0006115716620710906
68Ah,25,1.0,74,0.004464538762883958
68Ah,25,1.0,75,0.013074346035005943
68Ah,25,1.0,76,0.0059796954274899125
68Ah,25,1.0,77,0.002602486541106579
68Ah,25,1.0,78,0.014959406502228392
68Ah,25,1.0,79,0.002629650646096566
68Ah,25,1.0,80,0.006874780280286127
68Ah,25,1.0,81,0.009558080475329803
68Ah,25,1.0,82,0.0030639881728077925
68Ah,25,1.0,83,0.00026810410200706417
68Ah,25,1.0,84,0.009217358522536235
68Ah,25,1.0,85,0.0074575173717857665
68Ah,25,1.0,86,0.008497898405170016
68Ah,25,1.0,87,0.005013375130978491
68Ah,25,1.0,88,0.00759448652926201
68Ah,25,1.0,89,0.006237071689270688
68Ah,25,1.0,90,0.012523858247016602
68Ah,25,1.0,91,0.00846447845910888
68Ah,25,1.0,92,0.006539837065770868
68Ah,25,1.0,93,0.0035068951245493443
68Ah,25,1.0,94,0.013541407716440565
68Ah,25,1.0,95,0.008085518740074602
68Ah,25,1.0,96,0.0018564393851257521
68Ah,25,1.0,97,0.002998001340315153
68Ah,25,1.0,98,0.006781090348519519
68Ah,25,1.0,99,0.010429955330694683
20Ah,50,1.0,0,0.0347318945055012
20Ah,50,1.0,1,0.04260832890085352
20Ah,50,1.0,2,0.037865874820438336
20Ah,50,1.0,3,0.018830981817953396
20Ah,50,1.0,4,0.0463558984171444
20Ah,50,1.0,5,0.032035732080596735
20Ah,50,1.0,6,0.03171236377269797
20Ah,50,1.0,7,0.019375738633863847
20Ah,50,1.0,8,0.023627896032246288
20Ah,50,1.0,9,0.04523248022260115
20Ah,50,1.0,10,0.026713872936287353
20Ah,50,1.0,11,0.028626397154985384
20Ah,50,1.0,12,0.03226051214203542
20Ah,50,1.0,13,0.00896345907117331
20Ah,50,1.0,14,0.041146702312832954
20Ah,50,1.0,15,0.039890158710774275
20Ah,50,1.0,16,0.03672666800190804
20Ah,50,1.0,17,0.02948038549800691
20Ah,50,1.0,18,0.0008540086855790482
20Ah,50,1.0,19,0.03736481918594185
20Ah,50,1.0,20,0.04748622655551977
20Ah,50,1.0,21,0.03743247201860301
20Ah,50,1.0,22,0.028441055066230077
20Ah,50,1.0,23,0.023847481247567043
20Ah,50,1.0,24,0.026821507543484502
20Ah,50,1.0,25,0.02389228452038058
20Ah,50,1.0,26,0.034167636123760746
20Ah,50,1.0,27,0.016889040319870794
20Ah,50,1.0,28,0.027829015651959443
20Ah,50,1.0,29,0.04855281558774055
20Ah,50,1.0,30,0.02648156678110082
20Ah,50,1.0,31,0.025282987894797788
20Ah,50,1.0,32,0.0280880522775512
20Ah,50,1.0,33,0.024738711325474474
20Ah,50,1.0,34,0.03340050363714582
20Ah,50,1.0,35,0.052132409064042845
20Ah,50,1.0,36,0.03709205904927083
20Ah,50,1.0,37,0.03204774078692882
20Ah,50,1.0,38,0.037245047788189725
20Ah,50,1.0,39,0.03689911834801422
20Ah,50,1.0,40,0.022705510055492796
20Ah,50,1.0,41,0.014063085237252864
20Ah,50,1.0,42,0.010264370484322587
20Ah,50,1.0,43,0.03791094664484245
20Ah,50,1.0,44,0.029995264854841906
20Ah,50,1.0,45,0.026293457058115095
20Ah,50,1.0,46,0.02984970684076039
20Ah,50,1.0,47,0.0454295840793436
20Ah,50,1.0,48,0.045747963193032495
20Ah,50,1.0,49,0.04260808208996808
20Ah,50,1.0,50,0.04602091785080062
20Ah,50,1.0,51,0.03774708042996632
20Ah,50,1.0,52,0.03184384896987123
20Ah,50,1.0,53,0.036091784297566
20Ah,50,1.0,54,0.024820643080656127
20Ah,50,1.0,55,0.042264401590125976
20Ah,50,1.0,56,0.04523874445881378
20Ah,50,1.0,57,0.05239285428624138
20Ah,50,1.0,58,0.014348250845087594
20Ah,50,1.0,59,0.0275488740294954
20Ah,50,1.0,60,0.026256502988907124
20Ah,50,1.0,61,0.025500163438786846
20Ah,50,1.0,62,0.03830866964578296
20Ah,50,1.0,63,0.028032744905028967
20Ah,50,1.0,64,0.03451995532326603
20Ah,50,1.0,65,0.05979553416697875
20Ah,50,1.0,66,0.03908198165964084
20Ah,50,1.0,67,0.04176163924776454
20Ah,50,1.0,68,0.04644673360975061
20Ah,50,1.0,69,0.032387309176705736
20Ah,50,1.0,70,0.03215468769128825
20Ah,50,1.0,71,0.029248809896111706
20Ah,50,1.0,72,0.04160965638759028
20Ah,50,1.0,73,0.036737388975509176
20Ah,50,1.0,74,0.026608363408358343
20Ah,50,1.0,75,0.02685457681599953
20Ah,50,1.0,76,0.022268771096473173
20Ah,50,1.0,77,0.03819189403780912
20Ah,50,1.0,78,0.03797407580651772
20Ah,50,1.0,79,0.02693050565926191
20Ah,50,1.0,80,0.029144287974153128
20Ah,50,1.0,81,0.04832343969671944
20Ah,50,1.0,82,0.03992330733000629
20Ah,50,1.0,83,0.022671925877123307
20Ah,50,1.0,84,0.027331813057425686
20Ah,50,1.0,85,0.05147618571299636
20Ah,50,1.0,86,0.0295909983545267
20Ah,50,1.0,87,0.035328463847287855
20Ah,50,1.0,88,0.027008834120504716
20Ah,50,1.0,89,0.05229706069055847
20Ah,50,1.0,90,0.048698602572802965
20Ah,50,1.0,91,0.03302191380220039
20Ah,50,1.0,92,0.024539897554819622
20Ah,50,1.0,93,0.03225425700478743
20Ah,50,1.0,94,0.04843553163308899
20Ah,50,1.0,95,0.021320822958912966
20Ah,50,1.0,96,0.036864634983693315
20Ah,50,1.0,97,0.032954138876739356
20Ah,50,1.0,98,0.046149699645508004
20Ah,50,1.0,99,0.029836938581421217
68Ah,50,1.0,0,0.015021198817630626
68Ah,50,1.0,1,0.009470726609422378
68Ah,50,1.0,2,0.0005528734074363943
68Ah,50,1.0,3,0.008084729487428739
68Ah,50,1.0,4,0.01798146154673189
68Ah,50,1.0,5,0.007919128445591304
68Ah,50,1.0,6,0.00494671878219353
68Ah,50,1.0,7,0.012409729553606221
68Ah,50,1.0,8,0.009659660781813885
68Ah,50,1.0,9,0.0018498640703992347
68Ah,50,1.0,10,0.017198482518039043
68Ah,50,1.0,11,0.007300692931972445
68Ah,50,1.0,12,0.01712153760255547
68Ah,50,1.0,13,0.02310945297285021
68Ah,50,1.0,14,0.002697929665608784
68Ah,50,1.0,15,0.004198842576662788
68Ah,50,1.0,16,0.010806071106794626
68Ah,50,1.0,17,0.028563351867149082
68Ah,50,1.0,18,0.00015342397738265026
68Ah,50,1.0,19,0.017193724263414773
68Ah,50,1.0,20,0.0009721598298865677
68Ah,50,1.0,21,0.005374585579595007
68Ah,50,1.0,22,0.02461032186344764
68Ah,50,1.0,23,0.0038523588312439454
68Ah,50,1.0,24,0.00911577755740462
68Ah,50,1.0,25,0.015480619314994006
68Ah,50,1.0,26,0.0018229551862528155
68Ah,50,1.0,27,0.027109419513984545
68Ah,50,1.0,28,0.008385333931580644
68Ah,50,1.0,29,0.018637389564010856
68Ah,50,1.0,30,0.015528005972609853
68Ah,50,1.0,31,0.00802226594543206
68Ah,50,1.0,32,0.01504884798337977
68Ah,50,1.0,33,0.00840938352033444
68Ah,50,1.0,34,0.0001974689342153363
68Ah,50,1.0,35,0.040200487778942244
68Ah,50,1.0,36,0.009833585143232992
68Ah,50,1.0,37,0.002497049804758661
68Ah,50,1.0,38,0.01689999861705832
68Ah,50,1.0,39,0.01467429029518065
68Ah,50,1.0,40,0.006174588751855708
68Ah,50,1.0,41,0.0009802859921856505
68Ah,50,1.0,42,0.0010667619284924386
68Ah,50,1.0,43,0.012538127658684246
68Ah,50,1.0,44,0.014677168780167608
68Ah,50,1.0,45,0.0035063479480241487
68Ah,50,1.0,46,0.0097623511572744
68Ah,50,1.0,47,7.143031511893782e-05
68Ah,50,1.0,48,0.0035427701109918127
68Ah,50,1.0,49,0.00791696725317535
68Ah,50,1.0,50,0.020156903239459442
68Ah,50,1.0,51,0.009583244787691124
68Ah,50,1.0,52,0.016790554984806406
68Ah,50,1.0,53,0.003486434910581139
68Ah,50,1.0,54,0.0038973911962411436
68Ah,50,1.0,55,0.013336102486784737
68Ah,50,1.0,56,0.018182276226685917
68Ah,50,1.0,57,0.005298401533628436
68Ah,50,1.0,58,0.01663525508474959
68Ah,50,1.0,59,0.004255581013996774
68Ah,50,1.0,60,0.0058557545823960935
68Ah,50,1.0,61,0.007440261688066939
68Ah,50,1.0,62,0.007201623846737323
68Ah,50,1.0,63,0.014527449666850144
68Ah,50,1.0,64,0.0043248031628590755
68Ah,50,1.0,65,0.020637974658293264
68Ah,50,1.0,66,0.005084968614018411
68Ah,50,1.0,67,0.004599781492864009
68Ah,50,1.0,68,0.01841911896857389
68Ah,50,1.0,69,0.00937189893201806
68Ah,50,1.0,70,0.004374731098543059
68Ah,50,1.0,71,0.004621277001198434
68Ah,50,1.0,72,0.03322636051105797
68Ah,50,1.0,73,0.004954513921379567
68Ah,50,1.0,74,0.03182321244164235
68Ah,50,1.0,75,0.015938937353735243
68Ah,50,1.0,76,0.012551588882199208
68Ah,50,1.0,77,0.023123905164419003
68Ah,50,1.0,78,0.0019511369822497581
68Ah,50,1.0,79,0.0023223699041469035
68Ah,50,1.0,80,0.001654672630137518
68Ah,50,1.0,81,0.009170584254224744
68Ah,50,1.0,82,0.00034820834524876536
68Ah,50,1.0,83,0.03242912507143542
68Ah,50,1.0,84,0.017561015953643268
68Ah,50,1.0,85,0.006646312684836848
68Ah,50,1.0,86,0.0016014588642597107
68Ah,50,1.0,87,0.029802718214216234
68Ah,50,1.0,88,0.007836212315376869
68Ah,50,1.0,89,0.00272137751317005
68Ah,50,1.0,90,0.015112088840196613
68Ah,50,1.0,91,0.023412299671009523
68Ah,50,1.0,92,0.008257817763334029
68Ah,50,1.0,93,0.01966352118846722
68Ah,50,1.0,94,0.008450464412864544
68Ah,50,1.0,95,0.011311633500918728
68Ah,50,1.0,96,0.00843876299771049
68Ah,50,1.0,97,0.013581213296171792
68Ah,50,1.0,98,0.004838449651028893
68Ah,50,1.0,99,0.017181390687107063
20Ah,75,1.0,0,0.01524028490274105
20Ah,75,1.0,1,0.014684106449636261
20Ah,75,1.0,2,0.015108492657643413
20Ah,75,1.0,3,0.010459723491685656
20Ah,75,1.0,4,0.011651715685659954
20Ah,75,1.0,5,0.00978925807042993
20Ah,75,1.0,6,0.013332506895360944
20Ah,75,1.0,7,0.0063096205165936855
20Ah,75,1.0,8,0.016187343376565706
20Ah,75,1.0,9,0.013955806147475255
20Ah,75,1.0,10,0.015240284902741054
20Ah,75,1.0,11,0.01239977697080456
20Ah,75,1.0,12,0.0063096205165936925
20Ah,75,1.0,13,0.010455924996952857
20Ah,75,1.0,14,0.011049564364306628
20Ah,75,1.0,15,0.016445683755727043
20Ah,75,1.0,16,0.016445683755727015
20Ah,75,1.0,17,0.013182380603491346
20Ah,75,1.0,18,0.008275519558731606
20Ah,75,1.0,19,0.011393541178014159
20Ah,75,1.0,20,0.011393541178014163
20Ah,75,1.0,21,0.01685085152398993
20Ah,75,1.0,22,0.016850851523989928
20Ah,75,1.0,23,0.006309620516593685
20Ah,75,1.0,24,0.013164970525082559
20Ah,75,1.0,25,0.01405805921866157
20Ah,75,1.0,26,0.013955806147475264
20Ah,75,1.0,27,0.01676481002836005
20Ah,75,1.0,28,0.014684106449636272
20Ah,75,1.0,29,0.016187343376565713
20Ah,75,1.0,30,0.01836725411938544
20Ah,75,1.0,31,0.01510849265764343
20Ah,75,1.0,32,0.014796326848905306
20Ah,75,1.0,33,0.01165171568565996
20Ah,75,1.0,34,0.01549704886684219
20Ah,75,1.0,35,0.016445683755727036
20Ah,75,1.0,36,0.011049564364306617
20Ah,75,1.0,37,0.013164970525082573
20Ah,75,1.0,38,0.01516273499583075
20Ah,75,1.0,39,0.01685085152398992
20Ah,75,1.0,40,0.013409425121897975
20Ah,75,1.0,41,0.015118903158714024
20Ah,75,1.0,42,0.013332506895360929
20Ah,75,1.0,43,0.01104956436430662
20Ah,75,1.0,44,0.013182380603491344
20Ah,75,1.0,45,0.016764810028360055
20Ah,75,1.0,46,0.013976949531579443
20Ah,75,1.0,47,0.016850851523989928
20Ah,75,1.0,48,0.004775166271109917
20Ah,75,1.0,49,0.015497048866842191
20Ah,75,1.0,50,0.01239977697080456
20Ah,75,1.0,51,0.013409425121897979
20Ah,75,1.0,52,0.014796326848905288
20Ah,75,1.0,53,0.01685085152398992
20Ah,75,1.0,54,0.013955806147475259
20Ah,75,1.0,55,0.021326989882708564
20Ah,75,1.0,56,0.01621358328554162
20Ah,75,1.0,57,0.011651715685659963
20Ah,75,1.0,58,0.01676481002836005
20Ah,75,1.0,59,0.016445683755727022
20Ah,75,1.0,60,0.006309620516593688
20Ah,75,1.0,61,0.017328606183037096
20Ah,75,1.0,62,0.021326989882708557
20Ah,75,1.0,63,0.009789258070429935
20Ah,75,1.0,64,0.016442390810852775
20Ah,75,1.0,65,0.0131021100009434
20Ah,75,1.0,66,0.01516273499583073
20Ah,75,1.0,67,0.021326989882708536
20Ah,75,1.0,68,0.016213583285541594
20Ah,75,1.0,69,0.011651715685659947
20Ah,75,1.0,70,0.00630962051659369
20Ah,75,1.0,71,0.010459723491685672
20Ah,75,1.0,72,0.021326989882708577
20Ah,75,1.0,73,0.012641067540643284
20Ah,75,1.0,74,0.01280026558520931
20Ah,75,1.0,75,0.017328606183037127
20Ah,75,1.0,76,0.013269533057907418
20Ah,75,1.0,77,0.01685085152398994
20Ah,75,1.0,78,0.013102110000943419
20Ah,75,1.0,79,0.00978925807042993
20Ah,75,1.0,80,0.015497048866842202
20Ah,75,1.0,81,0.013182380603491353
20Ah,75,1.0,82,0.016213583285541622
20Ah,75,1.0,83,0.014796326848905297
20Ah,75,1.0,84,0.013269533057907434
20Ah,75,1.0,85,0.016852016310822022
20Ah,75,1.0,86,0.016445683755727025
20Ah,75,1.0,87,0.016764810028360076
20Ah,75,1.0,88,0.011049564364306614
20Ah,75,1.0,89,0.011393541178014168
20Ah,75,1.0,90,0.013332506895360934
20Ah,75,1.0,91,0.01430645796871324
20Ah,75,1.0,92,0.013976949531579453
20Ah,75,1.0,93,0.015240284902741067
20Ah,75,1.0,94,0.017328606183037137
20Ah,75,1.0,95,0.013332506895360939
20Ah,75,1.0,96,0.015162734995830748
20Ah,75,1.0,97,0.01139354117801417
20Ah,75,1.0,98,0.012800265585209317
20Ah,75,1.0,99,0.006309620516593696
68Ah,75,1.0,0,0.015603652387787785
68Ah,75,1.0,1,0.015633346959408566
68Ah,75,1.0,2,0.013701715451608795
68Ah,75,1.0,3,0.013898612175456897
68Ah,75,1.0,4,0.01824521647435285
68Ah,75,1.0,5,0.018724043755738773
68Ah,75,1.0,6,0.01753225210349214
68Ah,75,1.0,7,0.018641813408025485
68Ah,75,1.0,8,0.01886724315503462
68Ah,75,1.0,9,0.02556617109704034
68Ah,75,1.0,10,0.016854332515503247
68Ah,75,1.0,11,0.019435373871600367
68Ah,75,1.0,12,0.017213007644906686
68Ah,75,1.0,13,0.025216253970029398
68Ah,75,1.0,14,0.01602817479628455
68Ah,75,1.0,15,0.021790793424002905
68Ah,75,1.0,16,0.01847488677473651
68Ah,75,1.0,17,0.007581268874380058
68Ah,75,1.0,18,0.019390227067989714
68Ah,75,1.0,19,0.01685713554828278
68Ah,75,1.0,20,0.021558530714847902
68Ah,75,1.0,21,0.01966777102552055
68Ah,75,1.0,22,0.01712842645452608
68Ah,75,1.0,23,0.01815436119685275
68Ah,75,1.0,24,0.020084713700832618
68Ah,75,1.0,25,0.022362368325270283
68Ah,75,1.0,26,0.012871419956298098
68Ah,75,1.0,27,0.015371723152193923
68Ah,75,1.0,28,0.018182729967650343
68Ah,75,1.0,29,0.013182465277401276
68Ah,75,1.0,30,0.024405240388396386
68Ah,75,1.0,31,0.015091467779940394
68Ah,75,1.0,32,0.019053147838621942
68Ah,75,1.0,33,0.018615089402109337
68Ah,75,1.0,34,0.01583733080091847
68Ah,75,1.0,35,0.02271952482119773
68Ah,75,1.0,36,0.017670651058516697
68Ah,75,1.0,37,0.014107094978113865
68Ah,75,1.0,38,0.018327131923487658
68Ah,75,1.0,39,0.013455694295101753
68Ah,75,1.0,40,0.014253766209784021
68Ah,75,1.0,41,0.01946480184981195
68Ah,75,1.0,42,0.013635814811202816
68Ah,75,1.0,43,0.02089800365597481
68Ah,75,1.0,44,0.024336808798737924
68Ah,75,1.0,45,0.01352698914623406
68Ah,75,1.0,46,0.01554735852927893
68Ah,75,1.0,47,0.02049789038433058
68Ah,75,1.0,48,0.011074765352939739
68Ah,75,1.0,49,0.01866287006122603
68Ah,75,1.0,50,0.018784378192814827
68Ah,75,1.0,51,0.020318050924463524
68Ah,75,1.0,52,0.012179965438732848
68Ah,75,1.0,53,0.019557017190799025
68Ah,75,1.0,54,0.022882580250457876
68Ah,75,1.0,55,0.018589122376818472
68Ah,75,1.0,56,0.014185049251203194
68Ah,75,1.0,57,0.019991879763879918
68Ah,75,1.0,58,0.021020705633249454
68Ah,75,1.0,59,0.02194195372401555
68Ah,75,1.0,60,0.020196523137412558
68Ah,75,1.0,61,0.018299561709007522
68Ah,75,1.0,62,0.022064429748249324
68Ah,75,1.0,63,0.023176219307351115
68Ah,75,1.0,64,0.015734507344626638
68Ah,75,1.0,65,0.028518565622285358
68Ah,75,1.0,66,0.023077183277114246
68Ah,75,1.0,67,0.01886765132336443
68Ah,75,1.0,68,0.0215099555707396
68Ah,75,1.0,69,0.024956712115784936
68Ah,75,1.0,70,0.02070794931157887
68Ah,75,1.0,71,0.019314356131295035
68Ah,75,1.0,72,0.019391652395122763
68Ah,75,1.0,73,0.015685699217015354
68Ah,75,1.0,74,0.014278893769895927
68Ah,75,1.0,75,0.01971904468675697
68Ah,75,1.0,76,0.0214610733968208
68Ah,75,1.0,77,0.017841333360406338
68Ah,75,1.0,78,0.021634655768539516
68Ah,75,1.0,79,0.019335218874284386
68Ah,75,1.0,80,0.02564664587025599
68Ah,75,1.0,81,0.01638289861271367
68Ah,75,1.0,82,0.018635345599937344
68Ah,75,1.0,83,0.01873633939477726
68Ah,75,1.0,84,0.01678503925755361
68Ah,75,1.0,85,0.025233335166511543
68Ah,75,1.0,86,0.02600466836075875
68Ah,75,1.0,87,0.013735232889961767
68Ah,75,1.0,88,0.019927857325151063
68Ah,75,1.0,89,0.018001452767402396
68Ah,75,1.0,90,0.013778843580126963
68Ah,75,1.0,91,0.012446723281458122
68Ah,75,1.0,92,0.015939391143859012
68Ah,75,1.0,93,0.01866113194272155
68Ah,75,1.0,94,0.023667427962366573
68Ah,75,1.0,95,0.010396011027669266
68Ah,75,1.0,96,0.01750595902361041
68Ah,75,1.0,97,0.0181997984192052
68Ah,75,1.0,98,0.01934986057836708
68Ah,75,1.0,99,0.017185040915571534
