capacity,soc_%,range,slope,intercept,r2,n
LFP 20Ah,25,0-0.3,0.01162022607038479,0.015435730711387716,0.3038600268613789,38
LFP 20Ah,25,0-0.6,0.00863029066514285,0.015711544032518437,0.373006270856307,46
LFP 20Ah,25,0-1.0,0.0047413283571262664,0.016212893213704047,0.2538128034460643,50
LFP 20Ah,50,0-0.3,0.005183062915855991,0.014355104841721936,0.26431632234639,38
LFP 20Ah,50,0-0.6,0.000946562695317502,0.014761323498921845,0.022153664355365144,46
LFP 20Ah,50,0-1.0,-0.00044877942292491954,0.014926649747847784,0.009754532717084374,50
LFP 20Ah,75,0-0.3,0.001978318849780149,0.0040272117393007545,0.017511728571737994,38
LFP 20Ah,75,0-0.6,0.0008724553167732685,0.0041189505347842435,0.008567642563849565,46
LFP 20Ah,75,0-1.0,4.622395927593353e-05,0.004232431054554148,5.8021514627748516e-05,50
