soc_sheet,soc_label,capacity,capacity_label,SOH_percent,0.5C,1.0C,1.5C,2.0C,2.5C
SOC50,50%,20Ah,20 Ah,80.60499999999999,3.650000000000153,4.95000000000001,7.70000000000004,10.39999999999996,12.89999999999991
SOC50,50%,20Ah,20 Ah,70.3445,6.249999999999867,7.150000000000212,11.65000000000016,15.2000000000001,12.700000000000161
SOC50,50%,20Ah,20 Ah,78.43050000000001,4.400000000000182,5.550000000000166,8.650000000000269,11.60000000000028,14.45000000000007
SOC50,50%,20Ah,20 Ah,71.25250000000001,6.349999999999856,7.249999999999979,11.70000000000027,15.00000000000035,13.04999999999978
SOC50,50%,20Ah,20 Ah,71.9275,6.300000000000194,7.199999999999873,11.45000000000018,14.65000000000027,12.3000000000002
SOC50,50%,20Ah,20 Ah,68.794,6.94999999999979,7.949999999999902,13.34999999999997,13.09999999999989,11.69999999999982
SOC50,50%,20Ah,20 Ah,80.036,4.200000000000204,5.50000000000006,8.399999999999963,11.39999999999985,14.0499999999999
SOC50,50%,20Ah,20 Ah,72.52199999999999,6.449999999999845,7.250000000000201,11.50000000000029,14.44999999999985,12.499999999999961
SOC50,50%,20Ah,20 Ah,81.594,3.700000000000037,4.850000000000021,7.399999999999851,10.09999999999978,12.75000000000004
SOC50,50%,20Ah,20 Ah,79.76650000000001,4.3000000000001934,5.550000000000166,8.399999999999963,11.45000000000018,14.2500000000001
SOC50,50%,20Ah,20 Ah,82.55250000000001,3.599999999999826,4.74999999999981,7.100000000000106,9.499999999999842,12.00000000000001
SOC50,50%,20Ah,20 Ah,75.68599999999999,5.50000000000006,6.400000000000183,10.1500000000001,13.84999999999992,13.15
SOC50,50%,20Ah,20 Ah,73.8135,5.199999999999871,6.350000000000078,9.950000000000125,13.3500000000002,13.60000000000006
SOC50,50%,20Ah,20 Ah,76.375,5.29999999999986,6.000000000000005,9.549999999999947,13.19999999999988,14.39999999999997
SOC50,50%,20Ah,20 Ah,75.7495,5.900000000000016,6.699999999999928,10.80000000000014,14.59999999999995,14.24999999999987
SOC50,50%,20Ah,20 Ah,78.84400000000001,4.450000000000065,5.550000000000166,8.500000000000174,11.45000000000018,14.55000000000006
SOC50,50%,20Ah,20 Ah,81.82449999999999,3.550000000000164,4.95000000000001,7.400000000000073,10.00000000000001,12.19999999999999
SOC50,50%,20Ah,20 Ah,76.505,4.699999999999926,6.000000000000005,9.449999999999736,12.85000000000003,13.84999999999992
SOC50,50%,20Ah,20 Ah,75.6275,4.700000000000149,5.800000000000027,9.000000000000119,12.35000000000031,15.45000000000019
SOC50,50%,20Ah,20 Ah,71.64150000000001,6.70000000000015,8.400000000000185,13.55000000000017,14.79999999999992,13.95000000000013
SOC50,50%,20Ah,20 Ah,79.025,5.449999999999955,5.999999999999783,9.500000000000064,13.14999999999977,14.55000000000006
SOC50,50%,20Ah,20 Ah,77.0165,3.949999999999898,5.199999999999871,8.199999999999763,11.05000000000023,14.00000000000001
SOC50,50%,20Ah,20 Ah,77.40549999999999,4.550000000000054,5.800000000000027,9.099999999999886,12.34999999999986,15.64999999999972
SOC50,50%,20Ah,20 Ah,80.21900000000001,3.700000000000037,4.999999999999893,7.399999999999851,10.00000000000001,12.59999999999972
SOC50,50%,20Ah,20 Ah,78.036,4.800000000000137,5.900000000000016,9.150000000000214,12.45000000000007,15.29999999999987
SOC50,50%,20Ah,20 Ah,78.619,4.299999999999971,5.199999999999871,7.999999999999785,10.95000000000024,13.74999999999993
SOC50,50%,20Ah,20 Ah,82.075,3.699999999999815,4.800000000000137,7.399999999999851,9.899999999999798,12.499999999999961
SOC50,50%,20Ah,20 Ah,77.4025,4.3000000000001934,5.450000000000177,8.299999999999974,11.45000000000018,14.2500000000001
SOC50,50%,20Ah,20 Ah,74.2885,4.699999999999926,5.899999999999794,9.250000000000203,12.45000000000007,15.65000000000016
SOC50,50%,20Ah,20 Ah,80.5055,4.199999999999982,5.099999999999882,7.899999999999796,10.95000000000024,13.84999999999992
SOC50,50%,20Ah,20 Ah,73.358,5.649999999999933,6.299999999999972,10.1500000000001,13.99999999999979,12.59999999999994
SOC50,50%,20Ah,20 Ah,79.89699999999999,3.95000000000012,5.300000000000082,8.000000000000007,10.89999999999969,13.84999999999992
SOC50,50%,20Ah,20 Ah,73.5635,6.149999999999878,7.000000000000117,10.95000000000002,15.14999999999977,12.84999999999981
SOC50,50%,35Ah,35 Ah,80.49657142857143,3.000000000000114,4.199999999999982,6.399999999999739,8.599999999999941,10.65000000000005
SOC50,50%,35Ah,35 Ah,81.35085714285714,2.899999999999903,4.150000000000098,6.299999999999972,8.550000000000058,10.40000000000019
SOC50,50%,35Ah,35 Ah,80.06771428571429,2.900000000000125,4.099999999999993,5.999999999999783,7.949999999999902,9.700000000000042
SOC50,50%,35Ah,35 Ah,78.76828571428571,2.699999999999925,4.050000000000109,5.9499999999999,7.900000000000018,9.849999999999692
SOC50,50%,35Ah,35 Ah,82.06942857142857,2.699999999999925,4.049999999999887,6.350000000000078,8.199999999999763,10.29999999999998
SOC50,50%,35Ah,35 Ah,82.52085714285714,3.000000000000114,4.450000000000065,6.549999999999834,8.90000000000013,11.00000000000012
SOC50,50%,35Ah,35 Ah,82.63371428571429,3.049999999999997,4.3000000000001934,6.450000000000067,8.600000000000163,10.90000000000013
SOC50,50%,35Ah,35 Ah,82.26028571428571,2.849999999999797,4.149999999999876,6.199999999999983,8.249999999999869,10.29999999999998
SOC50,50%,35Ah,35 Ah,86.64914285714286,2.499999999999947,3.95000000000012,5.749999999999922,7.600000000000051,9.649999999999714
SOC50,50%,35Ah,35 Ah,82.70085714285715,2.950000000000008,4.500000000000171,6.650000000000045,8.999999999999897,11.19999999999988
SOC50,50%,35Ah,35 Ah,74.36399999999999,3.000000000000114,4.350000000000076,6.450000000000067,8.700000000000152,10.74999999999982
SOC50,50%,35Ah,35 Ah,85.41371428571428,2.799999999999914,3.95000000000012,6.049999999999889,8.000000000000007,10.09999999999978
SOC50,50%,35Ah,35 Ah,83.08114285714285,2.950000000000008,4.149999999999876,6.29999999999975,8.299999999999974,10.45000000000007
SOC50,50%,35Ah,35 Ah,83.88257142857142,2.799999999999914,4.149999999999876,6.050000000000111,8.099999999999774,9.90000000000002
SOC50,50%,35Ah,35 Ah,84.11685714285714,2.700000000000147,3.949999999999898,6.000000000000005,7.849999999999913,9.700000000000042
SOC50,50%,35Ah,35 Ah,82.23485714285714,2.899999999999903,4.050000000000109,6.149999999999878,8.099999999999996,10.04999999999989
SOC50,50%,35Ah,35 Ah,81.33142857142857,3.149999999999986,4.549999999999832,6.899999999999684,9.000000000000119,11.04999999999978
SOC50,50%,35Ah,35 Ah,82.41457142857142,2.899999999999903,4.150000000000098,6.1500000000001,8.299999999999974,10.40000000000019
SOC50,50%,35Ah,35 Ah,85.35914285714286,2.800000000000136,4.249999999999865,6.149999999999878,8.099999999999996,10.1
SOC50,50%,35Ah,35 Ah,82.64828571428572,2.800000000000136,4.149999999999876,6.099999999999772,8.249999999999869,10.29999999999998
SOC50,50%,35Ah,35 Ah,83.336,2.799999999999914,3.949999999999898,6.1500000000001,8.099999999999774,10.19999999999999
SOC50,50%,35Ah,35 Ah,76.33,2.999999999999892,4.549999999999832,6.650000000000045,8.899999999999686,11.05
SOC50,50%,35Ah,35 Ah,85.59142857142858,2.599999999999936,4.050000000000109,6.050000000000111,8.099999999999996,10.25000000000009
SOC50,50%,35Ah,35 Ah,84.99714285714285,2.599999999999936,3.850000000000131,5.649999999999933,7.550000000000168,9.299999999999864
SOC50,50%,35Ah,35 Ah,84.82771428571428,2.700000000000147,4.149999999999876,6.099999999999772,8.04999999999989,10.1
SOC50,50%,35Ah,35 Ah,84.5277142857143,2.699999999999925,3.949999999999898,5.749999999999922,7.699999999999818,9.649999999999936
SOC50,50%,35Ah,35 Ah,82.10257142857144,2.449999999999841,3.750000000000142,5.600000000000049,7.850000000000135,9.69999999999982
SOC50,50%,35Ah,35 Ah,88.986,2.599999999999936,3.649999999999931,5.349999999999966,7.200000000000095,9.14999999999977
SOC50,50%,35Ah,35 Ah,89.41942857142857,2.499999999999947,3.849999999999687,5.700000000000038,7.549999999999724,9.499999999999842
SOC50,50%,35Ah,35 Ah,88.78885714285715,2.699999999999925,3.649999999999931,5.649999999999933,7.600000000000051,9.449999999999958
SOC50,50%,35Ah,35 Ah,87.44714285714285,2.550000000000274,3.600000000000048,5.350000000000188,7.349999999999968,8.999999999999897
SOC50,50%,35Ah,35 Ah,90.35257142857142,2.600000000000158,3.849999999999909,5.850000000000133,7.70000000000004,9.700000000000042
SOC50,50%,35Ah,35 Ah,76.85371428571429,2.850000000000241,4.3000000000001934,6.650000000000045,8.600000000000163,10.54999999999984
SOC50,50%,35Ah,35 Ah,90.61085714285714,2.699999999999925,3.949999999999898,5.900000000000016,7.649999999999713,9.399999999999853
SOC50,50%,35Ah,35 Ah,91.09142857142858,2.499999999999725,3.550000000000164,5.249999999999755,7.000000000000117,8.849999999999802
SOC50,50%,35Ah,35 Ah,85.786,2.499999999999947,3.549999999999942,5.349999999999966,7.200000000000095,8.849999999999802
SOC50,50%,35Ah,35 Ah,88.30285714285714,2.500000000000169,3.74999999999992,5.649999999999933,7.600000000000051,9.45000000000018
SOC50,50%,35Ah,35 Ah,90.7,2.299999999999747,3.350000000000186,5.049999999999777,6.800000000000139,8.449999999999847
SOC50,50%,35Ah,35 Ah,88.35542857142856,2.599999999999936,3.649999999999931,5.549999999999944,7.599999999999829,9.34999999999997
SOC50,50%,35Ah,35 Ah,89.43057142857143,2.699999999999925,4.049999999999887,5.950000000000122,7.899999999999796,9.949999999999903
SOC50,50%,35Ah,35 Ah,89.22485714285713,2.699999999999925,3.74999999999992,5.549999999999944,7.549999999999724,9.299999999999864
SOC50,50%,35Ah,35 Ah,87.98314285714287,2.499999999999725,3.650000000000153,5.249999999999977,7.000000000000117,8.749999999999813
SOC50,50%,35Ah,35 Ah,88.73885714285714,2.599999999999936,3.849999999999909,5.749999999999922,7.49999999999984,9.149999999999991
SOC50,50%,35Ah,35 Ah,77.39171428571429,2.699999999999925,3.850000000000131,5.9499999999999,7.900000000000018,9.849999999999692
SOC50,50%,35Ah,35 Ah,86.91085714285714,2.599999999999936,3.849999999999909,5.749999999999922,7.49999999999984,9.549999999999947
SOC50,50%,35Ah,35 Ah,87.08857142857144,2.599999999999936,3.849999999999909,5.650000000000155,7.649999999999713,9.399999999999853
SOC50,50%,35Ah,35 Ah,91.47485714285713,2.299999999999969,3.649999999999709,5.399999999999849,7.050000000000001,8.899999999999908
SOC50,50%,35Ah,35 Ah,92.2802857142857,2.600000000000158,3.949999999999898,6.049999999999889,7.900000000000018,9.850000000000136
SOC50,50%,35Ah,35 Ah,96.23314285714287,2.399999999999958,3.54999999999972,5.249999999999977,6.999999999999895,8.950000000000014
SOC50,50%,35Ah,35 Ah,92.08057142857143,2.399999999999958,3.449999999999953,5.449999999999955,7.14999999999999,8.999999999999675
SOC50,50%,35Ah,35 Ah,95.78857142857143,2.399999999999958,3.449999999999953,5.149999999999988,6.950000000000012,8.699999999999708
SOC50,50%,35Ah,35 Ah,79.98028571428571,3.099999999999881,4.350000000000076,6.449999999999845,8.69999999999993,10.80000000000014
SOC50,50%,35Ah,35 Ah,80.89914285714285,2.800000000000136,4.350000000000076,6.699999999999706,8.850000000000025,10.99999999999968
SOC50,50%,35Ah,35 Ah,80.04,2.699999999999925,4.250000000000087,6.050000000000111,8.199999999999763,10.1500000000001
SOC50,50%,35Ah,35 Ah,78.48257142857143,2.899999999999903,4.350000000000076,6.449999999999845,8.599999999999941,10.65000000000005
