capacity,soc_%,crate,seed,importance,signed_importance
20Ah,25,1.5,87,0.008753692717398044,0.008753692717398044
20Ah,25,2.0,87,0.0073210079056754635,0.0073210079056754635
20Ah,25,2.5,87,0.004812497669448152,0.004812497669448152
20Ah,25,0.5,88,0.04499775009153693,-0.04499775009153693
20Ah,25,2.0,88,0.029262374370430208,-0.029262374370430208
20Ah,25,1.5,88,0.021589559077308095,0.021589559077308095
20Ah,25,1.0,88,0.018489376428491158,0.018489376428491158
20Ah,25,2.5,88,0.008483863128021744,0.008483863128021744
20Ah,25,0.5,89,0.05090860758823247,-0.05090860758823247
20Ah,25,1.0,89,0.015381838775825517,0.015381838775825517
20Ah,25,1.5,89,0.01125372155377363,0.01125372155377363
20Ah,25,2.0,89,0.008194036341729563,-0.008194036341729563
20Ah,25,2.5,89,0.004771497305326574,0.004771497305326574
20Ah,25,0.5,90,0.05809461256427621,-0.05809461256427621
20Ah,25,1.0,90,0.017531914560500614,0.017531914560500614
20Ah,25,1.5,90,0.007369926481031536,0.007369926481031536
20Ah,25,2.5,90,0.006527438455328606,0.006527438455328606
20Ah,25,2.0,90,0.0013406636465858692,0.0013406636465858692
20Ah,25,0.5,91,0.05824832234645351,-0.05824832234645351
20Ah,25,1.0,91,0.01240817247355322,0.01240817247355322
20Ah,25,2.0,91,0.007818894845904067,0.007818894845904067
20Ah,25,1.5,91,0.007438033602117933,0.007438033602117933
20Ah,25,2.5,91,0.003091356282057904,0.003091356282057904
20Ah,25,0.5,92,0.0550989959875791,-0.0550989959875791
20Ah,25,1.0,92,0.013458832370446115,0.013458832370446115
20Ah,25,1.5,92,0.008781171637252972,0.008781171637252972
20Ah,25,2.5,92,0.004756312636566253,0.004756312636566253
20Ah,25,2.0,92,0.001709514740039397,0.001709514740039397
20Ah,25,0.5,93,0.05289207394690034,-0.05289207394690034
20Ah,25,1.0,93,0.013172869879006923,0.013172869879006923
20Ah,25,1.5,93,0.00944427613275915,0.00944427613275915
20Ah,25,2.5,93,0.006530284579709881,0.006530284579709881
20Ah,25,2.0,93,0.002008349984114175,-0.002008349984114175
20Ah,25,0.5,94,0.06174314586166387,-0.06174314586166387
20Ah,25,1.5,94,0.025726424769703004,0.025726424769703004
20Ah,25,2.5,94,0.007818881593485346,0.007818881593485346
20Ah,25,1.0,94,0.003989052497834319,0.003989052497834319
20Ah,25,2.0,94,0.0005282499206434176,-0.0005282499206434176
20Ah,25,0.5,95,0.05679451087045396,-0.05679451087045396
20Ah,25,1.0,95,0.015945935658343385,0.015945935658343385
20Ah,25,1.5,95,0.009321406390816842,0.009321406390816842
20Ah,25,2.5,95,0.0064871107131022005,0.0064871107131022005
20Ah,25,2.0,95,0.0019832944046774574,-0.0019832944046774574
20Ah,25,0.5,96,0.061272995707464,-0.061272995707464
20Ah,25,1.5,96,0.016945134158872617,0.016945134158872617
20Ah,25,1.0,96,0.011126612467495113,0.011126612467495113
20Ah,25,2.5,96,0.006985226247257234,0.006985226247257234
20Ah,25,2.0,96,6.362337283963739e-05,-6.362337283963739e-05
20Ah,25,0.5,97,0.0614095309434683,-0.0614095309434683
20Ah,25,1.0,97,0.015831848842917644,0.015831848842917644
20Ah,25,1.5,97,0.013533189693209536,0.013533189693209536
20Ah,25,2.5,97,0.007045463193661148,0.007045463193661148
20Ah,25,2.0,97,0.0015604451881366692,-0.0015604451881366692
20Ah,25,0.5,98,0.058487535875438645,-0.058487535875438645
20Ah,25,1.5,98,0.013928237926528253,0.013928237926528253
20Ah,25,1.0,98,0.013249685637279,0.013249685637279
20Ah,25,2.5,98,0.006253368037015555,0.006253368037015555
20Ah,25,2.0,98,0.0027061690283206753,-0.0027061690283206753
20Ah,25,0.5,99,0.048152239840883175,-0.048152239840883175
20Ah,25,1.0,99,0.018077919600899092,0.018077919600899092
20Ah,25,2.0,99,0.011188737178964032,-0.011188737178964032
20Ah,25,1.5,99,0.008101006138559531,0.008101006138559531
20Ah,25,2.5,99,0.0048513962895652555,0.0048513962895652555
68Ah,25,2.5,0,0.04445653034840459,-0.04445653034840459
68Ah,25,2.0,0,0.03715640226617321,0.03715640226617321
68Ah,25,1.5,0,0.025375256152096976,-0.025375256152096976
68Ah,25,0.5,0,0.01828618726053957,-0.01828618726053957
68Ah,25,1.0,0,0.0011049329505748128,0.0011049329505748128
68Ah,25,2.5,1,0.040535057884632644,-0.040535057884632644
68Ah,25,2.0,1,0.026823773929171943,0.026823773929171943
68Ah,25,1.5,1,0.02349674092538173,-0.02349674092538173
68Ah,25,0.5,1,0.021300350849205646,-0.021300350849205646
68Ah,25,1.0,1,0.007117731024218206,0.007117731024218206
68Ah,25,2.5,2,0.033672117827702006,-0.033672117827702006
68Ah,25,1.5,2,0.02556468384367097,-0.02556468384367097
68Ah,25,0.5,2,0.02441636337286451,-0.02441636337286451
68Ah,25,2.0,2,0.021482419811779813,0.021482419811779813
68Ah,25,1.0,2,0.010528397855651676,0.010528397855651676
68Ah,25,1.5,3,0.027222309519095673,-0.027222309519095673
68Ah,25,0.5,3,0.025825125220696427,-0.025825125220696427
68Ah,25,2.5,3,0.01887809220108208,-0.01887809220108208
68Ah,25,2.0,3,0.017272996426017706,0.017272996426017706
68Ah,25,1.0,3,0.005411481504625211,0.005411481504625211
68Ah,25,2.5,4,0.0384909567146618,-0.0384909567146618
68Ah,25,2.0,4,0.026557564459119786,0.026557564459119786
68Ah,25,0.5,4,0.02572178506692268,-0.02572178506692268
68Ah,25,1.5,4,0.02386601254404101,-0.02386601254404101
68Ah,25,1.0,4,0.009115133670894237,0.009115133670894237
68Ah,25,2.5,5,0.030463491636484083,-0.030463491636484083
68Ah,25,1.5,5,0.0301593432612588,-0.0301593432612588
68Ah,25,2.0,5,0.02722364840080097,0.02722364840080097
68Ah,25,0.5,5,0.023048613263454573,-0.023048613263454573
68Ah,25,1.0,5,0.0063812237475206705,0.0063812237475206705
68Ah,25,2.5,6,0.033327205423063416,-0.033327205423063416
68Ah,25,2.0,6,0.031576772066333955,0.031576772066333955
68Ah,25,0.5,6,0.027173278726089035,-0.027173278726089035
68Ah,25,1.5,6,0.023213275843931097,-0.023213275843931097
68Ah,25,1.0,6,0.0020058308213917776,0.0020058308213917776
68Ah,25,2.5,7,0.052265026751571464,-0.052265026751571464
68Ah,25,2.0,7,0.04467578915851006,0.04467578915851006
68Ah,25,0.5,7,0.028605083301821117,-0.028605083301821117
68Ah,25,1.5,7,0.02020837143838002,-0.02020837143838002
68Ah,25,1.0,7,0.0028728549905081037,0.0028728549905081037
68Ah,25,2.5,8,0.02940280141525771,-0.02940280141525771
68Ah,25,1.5,8,0.02149388620190224,-0.02149388620190224
68Ah,25,0.5,8,0.018403551739318326,-0.018403551739318326
68Ah,25,2.0,8,0.01083119592766461,0.01083119592766461
68Ah,25,1.0,8,0.006750871755204158,0.006750871755204158
68Ah,25,2.5,9,0.03811405771461288,-0.03811405771461288
68Ah,25,1.5,9,0.03720978054712621,-0.03720978054712621
68Ah,25,2.0,9,0.03637928994827157,0.03637928994827157
68Ah,25,0.5,9,0.017222464052201146,-0.017222464052201146
68Ah,25,1.0,9,0.007383665749644407,0.007383665749644407
68Ah,25,2.5,10,0.030531226323798313,-0.030531226323798313
68Ah,25,1.5,10,0.023569065243501882,-0.023569065243501882
68Ah,25,0.5,10,0.018737326602621347,-0.018737326602621347
68Ah,25,2.0,10,0.018085283436181442,0.018085283436181442
68Ah,25,1.0,10,0.005323717547506568,0.005323717547506568
68Ah,25,2.5,11,0.035577255491610574,-0.035577255491610574
68Ah,25,2.0,11,0.028254188819003812,0.028254188819003812
68Ah,25,0.5,11,0.0232829718452248,-0.0232829718452248
68Ah,25,1.5,11,0.02068432997993659,-0.02068432997993659
68Ah,25,1.0,11,9.204383157799048e-05,9.204383157799048e-05
68Ah,25,2.5,12,0.027537987960538572,-0.027537987960538572
68Ah,25,0.5,12,0.016611478635750115,-0.016611478635750115
68Ah,25,2.0,12,0.013271003538038862,0.013271003538038862
68Ah,25,1.5,12,0.009982358799436828,-0.009982358799436828
68Ah,25,1.0,12,0.005386735362732407,-0.005386735362732407
68Ah,25,1.5,13,0.028142644632950475,-0.028142644632950475
68Ah,25,0.5,13,0.026342330582863158,-0.026342330582863158
68Ah,25,2.5,13,0.02399333927372156,-0.02399333927372156
68Ah,25,2.0,13,0.02139285556874072,0.02139285556874072
68Ah,25,1.0,13,0.0051541875302585785,0.0051541875302585785
68Ah,25,2.5,14,0.04462036462677742,-0.04462036462677742
68Ah,25,2.0,14,0.033420001507940056,0.033420001507940056
68Ah,25,1.5,14,0.028886625665033264,-0.028886625665033264
68Ah,25,0.5,14,0.01884454845956594,-0.01884454845956594
68Ah,25,1.0,14,0.005676438061045399,0.005676438061045399
68Ah,25,2.5,15,0.022250574632144537,-0.022250574632144537
68Ah,25,0.5,15,0.019373418250204243,-0.019373418250204243
68Ah,25,1.5,15,0.018194461776498146,-0.018194461776498146
68Ah,25,1.0,15,0.0068298824365321704,0.0068298824365321704
68Ah,25,2.0,15,0.0018734601141781354,0.0018734601141781354
68Ah,25,1.5,16,0.03710896576371223,-0.03710896576371223
68Ah,25,0.5,16,0.03011943449265392,-0.03011943449265392
68Ah,25,2.5,16,0.02201977395797125,-0.02201977395797125
68Ah,25,2.0,16,0.021367608376924394,0.021367608376924394
68Ah,25,1.0,16,0.01248106936677263,0.01248106936677263
68Ah,25,2.5,17,0.03340518080159726,-0.03340518080159726
68Ah,25,0.5,17,0.026875228676814515,-0.026875228676814515
68Ah,25,2.0,17,0.022032313234101198,0.022032313234101198
68Ah,25,1.5,17,0.014614898910025648,-0.014614898910025648
68Ah,25,1.0,17,0.0035349591640425736,0.0035349591640425736
68Ah,25,2.5,18,0.041375917534254146,-0.041375917534254146
68Ah,25,2.0,18,0.03380969375014917,0.03380969375014917
68Ah,25,1.5,18,0.02765507381751332,-0.02765507381751332
68Ah,25,0.5,18,0.020249369774043034,-0.020249369774043034
68Ah,25,1.0,18,0.002902243682932272,0.002902243682932272
68Ah,25,2.5,19,0.03535712279181623,-0.03535712279181623
68Ah,25,0.5,19,0.020905835605150257,-0.020905835605150257
68Ah,25,2.0,19,0.02013149846453636,0.02013149846453636
68Ah,25,1.0,19,0.007319300055131817,-0.007319300055131817
68Ah,25,1.5,19,0.007018349860575142,-0.007018349860575142
68Ah,25,2.5,20,0.029329839439337077,-0.029329839439337077
68Ah,25,1.5,20,0.028503572116751967,-0.028503572116751967
68Ah,25,0.5,20,0.024432201266907972,-0.024432201266907972
68Ah,25,2.0,20,0.022600954613329866,0.022600954613329866
68Ah,25,1.0,20,0.004972922983265722,0.004972922983265722
68Ah,25,2.5,21,0.03860898560360681,-0.03860898560360681
68Ah,25,2.0,21,0.035351528085619206,0.035351528085619206
68Ah,25,0.5,21,0.026641240548910986,-0.026641240548910986
68Ah,25,1.5,21,0.024748152191568985,-0.024748152191568985
68Ah,25,1.0,21,0.0005049840733229883,0.0005049840733229883
68Ah,25,2.5,22,0.04795397098300304,-0.04795397098300304
68Ah,25,2.0,22,0.02950956911509865,0.02950956911509865
68Ah,25,0.5,22,0.01910384833687208,-0.01910384833687208
68Ah,25,1.5,22,0.013338311245113916,-0.013338311245113916
68Ah,25,1.0,22,0.0009930333651390413,-0.0009930333651390413
68Ah,25,1.5,23,0.039937250986280946,-0.039937250986280946
68Ah,25,2.0,23,0.033091444082286536,0.033091444082286536
68Ah,25,0.5,23,0.027473601419079435,-0.027473601419079435
68Ah,25,2.5,23,0.026123045128396225,-0.026123045128396225
68Ah,25,1.0,23,0.005398393338907783,0.005398393338907783
68Ah,25,2.5,24,0.0442507077689749,-0.0442507077689749
68Ah,25,2.0,24,0.036126170195916636,0.036126170195916636
68Ah,25,0.5,24,0.0273130149857584,-0.0273130149857584
68Ah,25,1.5,24,0.02424622427243196,-0.02424622427243196
68Ah,25,1.0,24,0.005482076011371198,0.005482076011371198
68Ah,25,1.5,25,0.033410170098729666,-0.033410170098729666
68Ah,25,0.5,25,0.02523739394764156,-0.02523739394764156
68Ah,25,2.5,25,0.01715261919921037,-0.01715261919921037
68Ah,25,2.0,25,0.01385249868269008,0.01385249868269008
68Ah,25,1.0,25,0.008472961841370027,0.008472961841370027
68Ah,25,2.5,26,0.028386725455155637,-0.028386725455155637
68Ah,25,0.5,26,0.028340848567797117,-0.028340848567797117
68Ah,25,1.5,26,0.02552038617897531,-0.02552038617897531
68Ah,25,2.0,26,0.023615773992006067,0.023615773992006067
68Ah,25,1.0,26,0.005609188847323437,0.005609188847323437
68Ah,25,2.5,27,0.03673604220087412,-0.03673604220087412
68Ah,25,2.0,27,0.02269889591781766,0.02269889591781766
68Ah,25,0.5,27,0.02114837496306076,-0.02114837496306076
68Ah,25,1.5,27,0.008991596242767791,-0.008991596242767791
68Ah,25,1.0,27,0.006979237772759309,-0.006979237772759309
68Ah,25,2.5,28,0.03987144808929876,-0.03987144808929876
68Ah,25,2.0,28,0.032716989731454954,0.032716989731454954
68Ah,25,1.5,28,0.031105992085258546,-0.031105992085258546
68Ah,25,0.5,28,0.021710129080717334,-0.021710129080717334
68Ah,25,1.0,28,0.007432778936353504,0.007432778936353504
68Ah,25,2.5,29,0.02826782158102705,-0.02826782158102705
68Ah,25,1.5,29,0.025521618641415642,-0.025521618641415642
68Ah,25,0.5,29,0.022868838579914088,-0.022868838579914088
68Ah,25,2.0,29,0.018125796803846142,0.018125796803846142
68Ah,25,1.0,29,0.0077613655006753095,0.0077613655006753095
68Ah,25,2.5,30,0.039086095400391534,-0.039086095400391534
68Ah,25,2.0,30,0.03626275990807252,0.03626275990807252
68Ah,25,1.5,30,0.03249373927395602,-0.03249373927395602
68Ah,25,0.5,30,0.02179485784884118,-0.02179485784884118
68Ah,25,1.0,30,0.0052414646709672,0.0052414646709672
68Ah,25,2.5,31,0.035107994669779694,-0.035107994669779694
68Ah,25,2.0,31,0.03142318702720464,0.03142318702720464
68Ah,25,0.5,31,0.025362027424415023,-0.025362027424415023
68Ah,25,1.5,31,0.019832610197986354,-0.019832610197986354
68Ah,25,1.0,31,0.001599259529349882,0.001599259529349882
68Ah,25,2.0,32,0.036272946832510373,0.036272946832510373
68Ah,25,2.5,32,0.03418997857587969,-0.03418997857587969
68Ah,25,1.5,32,0.028499717296528046,-0.028499717296528046
68Ah,25,0.5,32,0.028384409598731297,-0.028384409598731297
68Ah,25,1.0,32,0.001383067009045785,0.001383067009045785
68Ah,25,2.5,33,0.043079498073907464,-0.043079498073907464
68Ah,25,2.0,33,0.030897510986647725,0.030897510986647725
68Ah,25,1.5,33,0.026725037069364684,-0.026725037069364684
68Ah,25,0.5,33,0.014307069062859614,-0.014307069062859614
68Ah,25,1.0,33,0.002163509035295018,0.002163509035295018
68Ah,25,2.5,34,0.05301449931152057,-0.05301449931152057
68Ah,25,2.0,34,0.042880476631799586,0.042880476631799586
68Ah,25,0.5,34,0.022976390978003483,-0.022976390978003483
68Ah,25,1.5,34,0.019524421187942904,-0.019524421187942904
68Ah,25,1.0,34,0.0002746349692858887,-0.0002746349692858887
68Ah,25,1.5,35,0.03438702297795771,-0.03438702297795771
68Ah,25,0.5,35,0.030070918425283606,-0.030070918425283606
68Ah,25,2.0,35,0.01325699761667967,0.01325699761667967
68Ah,25,2.5,35,0.013073371958777013,-0.013073371958777013
68Ah,25,1.0,35,0.008482591190720746,0.008482591190720746
68Ah,25,2.5,36,0.043152074001218364,-0.043152074001218364
68Ah,25,2.0,36,0.032903408151546715,0.032903408151546715
68Ah,25,1.5,36,0.02657758065402917,-0.02657758065402917
68Ah,25,0.5,36,0.019979922561915425,-0.019979922561915425
68Ah,25,1.0,36,0.004609240914379762,0.004609240914379762
68Ah,25,2.5,37,0.037737770141451084,-0.037737770141451084
68Ah,25,2.0,37,0.02331745241795899,0.02331745241795899
68Ah,25,1.5,37,0.02143046680200551,-0.02143046680200551
68Ah,25,0.5,37,0.01851969405641289,-0.01851969405641289
68Ah,25,1.0,37,0.002964517923871526,0.002964517923871526
68Ah,25,2.5,38,0.03816223815449363,-0.03816223815449363
68Ah,25,2.0,38,0.030755746267580562,0.030755746267580562
68Ah,25,0.5,38,0.022312819603852323,-0.022312819603852323
68Ah,25,1.5,38,0.01951833245723691,-0.01951833245723691
68Ah,25,1.0,38,0.00024777373269059023,-0.00024777373269059023
68Ah,25,2.5,39,0.04186592425189479,-0.04186592425189479
68Ah,25,2.0,39,0.03526247079262998,0.03526247079262998
68Ah,25,1.5,39,0.03092656428675455,-0.03092656428675455
68Ah,25,0.5,39,0.025081999225468173,-0.025081999225468173
68Ah,25,1.0,39,0.008654691663896302,0.008654691663896302
68Ah,25,2.5,40,0.03592917328174152,-0.03592917328174152
68Ah,25,0.5,40,0.026563586485297067,-0.026563586485297067
68Ah,25,2.0,40,0.024168130239146948,0.024168130239146948
68Ah,25,1.5,40,0.01633236665558689,-0.01633236665558689
68Ah,25,1.0,40,0.004080283438439792,0.004080283438439792
68Ah,25,1.5,41,0.034353149211178054,-0.034353149211178054
68Ah,25,2.5,41,0.030271133472400905,-0.030271133472400905
68Ah,25,2.0,41,0.027006542826991612,0.027006542826991612
68Ah,25,0.5,41,0.022877662688966436,-0.022877662688966436
68Ah,25,1.0,41,0.007265005890107595,0.007265005890107595
68Ah,25,2.0,42,0.03702049860053159,0.03702049860053159
68Ah,25,1.5,42,0.029771157720703344,-0.029771157720703344
68Ah,25,2.5,42,0.0269208923657737,-0.0269208923657737
68Ah,25,0.5,42,0.024503351134313324,-0.024503351134313324
68Ah,25,1.0,42,0.0066281771669688405,-0.0066281771669688405
68Ah,25,2.5,43,0.03546508198346677,-0.03546508198346677
68Ah,25,0.5,43,0.029148849255287823,-0.029148849255287823
68Ah,25,2.0,43,0.027048930399254528,0.027048930399254528
68Ah,25,1.5,43,0.026609138773487116,-0.026609138773487116
68Ah,25,1.0,43,0.01085466111643018,0.01085466111643018
68Ah,25,2.0,44,0.051972120196021925,0.051972120196021925
68Ah,25,2.5,44,0.04941892444167545,-0.04941892444167545
68Ah,25,1.5,44,0.02514115298464043,-0.02514115298464043
68Ah,25,0.5,44,0.020444962871388517,-0.020444962871388517
68Ah,25,1.0,44,0.004535669179205271,-0.004535669179205271
68Ah,25,2.5,45,0.03352672815788481,-0.03352672815788481
68Ah,25,1.5,45,0.025317580277786748,-0.025317580277786748
68Ah,25,2.0,45,0.02421147540847815,0.02421147540847815
68Ah,25,0.5,45,0.021147395512553593,-0.021147395512553593
68Ah,25,1.0,45,0.0022290285555720286,0.0022290285555720286
68Ah,25,2.5,46,0.0372273867685378,-0.0372273867685378
68Ah,25,2.0,46,0.026035034011605625,0.026035034011605625
68Ah,25,0.5,46,0.02484179409498908,-0.02484179409498908
68Ah,25,1.5,46,0.022834794386338557,-0.022834794386338557
68Ah,25,1.0,46,0.006606554289204835,0.006606554289204835
68Ah,25,0.5,47,0.024250948040683454,-0.024250948040683454
68Ah,25,2.5,47,0.01855336440506906,-0.01855336440506906
68Ah,25,1.5,47,0.013691633082831061,-0.013691633082831061
68Ah,25,2.0,47,0.0035863649035542114,0.0035863649035542114
68Ah,25,1.0,47,0.0007431330741310624,0.0007431330741310624
68Ah,25,2.5,48,0.030710921933935927,-0.030710921933935927
68Ah,25,0.5,48,0.029131973954605206,-0.029131973954605206
68Ah,25,1.5,48,0.028306167563099952,-0.028306167563099952
68Ah,25,2.0,48,0.02751336230827541,0.02751336230827541
68Ah,25,1.0,48,0.0067812567920265045,0.0067812567920265045
68Ah,25,2.5,49,0.036101911317761484,-0.036101911317761484
68Ah,25,2.0,49,0.03386827912204572,0.03386827912204572
68Ah,25,1.5,49,0.027002977469574578,-0.027002977469574578
68Ah,25,0.5,49,0.02350933705739336,-0.02350933705739336
68Ah,25,1.0,49,0.004392399898872926,0.004392399898872926
68Ah,25,2.5,50,0.03055347925853586,-0.03055347925853586
68Ah,25,1.5,50,0.030022289481924574,-0.030022289481924574
68Ah,25,0.5,50,0.029849179643202217,-0.029849179643202217
68Ah,25,2.0,50,0.02922074369560441,0.02922074369560441
68Ah,25,1.0,50,0.008584788350037873,0.008584788350037873
68Ah,25,1.5,51,0.028361187642674857,-0.028361187642674857
68Ah,25,0.5,51,0.02369592060860898,-0.02369592060860898
68Ah,25,2.5,51,0.011641353383227034,-0.011641353383227034
68Ah,25,1.0,51,0.007412448259506743,0.007412448259506743
68Ah,25,2.0,51,0.0011904919252513691,0.0011904919252513691
68Ah,25,2.5,52,0.028281402063393937,-0.028281402063393937
68Ah,25,0.5,52,0.021340959875937468,-0.021340959875937468
68Ah,25,1.5,52,0.02022607630897881,-0.02022607630897881
68Ah,25,2.0,52,0.013854820362701891,0.013854820362701891
68Ah,25,1.0,52,0.00303999174970232,0.00303999174970232
68Ah,25,1.5,53,0.03384390051992886,-0.03384390051992886
68Ah,25,0.5,53,0.03261919963328787,-0.03261919963328787
68Ah,25,2.5,53,0.02298956976882322,-0.02298956976882322
68Ah,25,2.0,53,0.022785541955393125,0.022785541955393125
68Ah,25,1.0,53,0.011844446579740474,0.011844446579740474
68Ah,25,2.5,54,0.037145201074294726,-0.037145201074294726
68Ah,25,2.0,54,0.029970267172013496,0.029970267172013496
68Ah,25,0.5,54,0.025886796260631405,-0.025886796260631405
68Ah,25,1.5,54,0.021735754345696457,-0.021735754345696457
68Ah,25,1.0,54,0.0007782111414883202,0.0007782111414883202
68Ah,25,1.5,55,0.037207950869506415,-0.037207950869506415
68Ah,25,0.5,55,0.02731221767742336,-0.02731221767742336
68Ah,25,2.0,55,0.026302255193760525,0.026302255193760525
68Ah,25,2.5,55,0.019180627777525057,-0.019180627777525057
68Ah,25,1.0,55,0.002793811658310802,0.002793811658310802
68Ah,25,2.5,56,0.026796672533372368,-0.026796672533372368
68Ah,25,1.5,56,0.02471480731779845,-0.02471480731779845
68Ah,25,0.5,56,0.01812014341881699,-0.01812014341881699
68Ah,25,1.0,56,0.009743810056431806,0.009743810056431806
68Ah,25,2.0,56,0.006938967029925913,0.006938967029925913
68Ah,25,1.5,57,0.0395694188447926,-0.0395694188447926
68Ah,25,0.5,57,0.02783982705883261,-0.02783982705883261
68Ah,25,2.0,57,0.0255071652573049,0.0255071652573049
68Ah,25,2.5,57,0.02209500170262736,-0.02209500170262736
68Ah,25,1.0,57,0.0101605380897974,0.0101605380897974
68Ah,25,1.5,58,0.031298937818699066,-0.031298937818699066
68Ah,25,2.5,58,0.030510040121112195,-0.030510040121112195
68Ah,25,2.0,58,0.029681315497093966,0.029681315497093966
68Ah,25,0.5,58,0.020723633243529445,-0.020723633243529445
68Ah,25,1.0,58,0.0008493781947986005,0.0008493781947986005
68Ah,25,2.5,59,0.03617402710004665,-0.03617402710004665
68Ah,25,2.0,59,0.02376680544484221,0.02376680544484221
68Ah,25,0.5,59,0.023304842735494994,-0.023304842735494994
68Ah,25,1.5,59,0.017918626471745663,-0.017918626471745663
68Ah,25,1.0,59,0.003533191689044198,0.003533191689044198
68Ah,25,2.5,60,0.031001001824476637,-0.031001001824476637
68Ah,25,1.5,60,0.025649988736834085,-0.025649988736834085
68Ah,25,0.5,60,0.0220237995104588,-0.0220237995104588
68Ah,25,2.0,60,0.020985717377807946,0.020985717377807946
68Ah,25,1.0,60,0.004471111927392052,0.004471111927392052
68Ah,25,2.5,61,0.03547844683410954,-0.03547844683410954
68Ah,25,0.5,61,0.022778666719817195,-0.022778666719817195
68Ah,25,2.0,61,0.021733677318151377,0.021733677318151377
68Ah,25,1.5,61,0.018842056737788614,-0.018842056737788614
68Ah,25,1.0,61,0.004929415448663318,0.004929415448663318
68Ah,25,2.5,62,0.03962527689744454,-0.03962527689744454
68Ah,25,2.0,62,0.029495195564797974,0.029495195564797974
68Ah,25,0.5,62,0.025435352270394406,-0.025435352270394406
68Ah,25,1.5,62,0.024977103843099112,-0.024977103843099112
68Ah,25,1.0,62,0.010910326540765961,0.010910326540765961
68Ah,25,2.5,63,0.03645366616623481,-0.03645366616623481
68Ah,25,0.5,63,0.021766789118653356,-0.021766789118653356
68Ah,25,2.0,63,0.019137303324720602,0.019137303324720602
68Ah,25,1.5,63,0.015491484023460391,-0.015491484023460391
68Ah,25,1.0,63,0.004130163004312654,0.004130163004312654
68Ah,25,1.5,64,0.03452593259001121,-0.03452593259001121
68Ah,25,2.5,64,0.03298255355514864,-0.03298255355514864
68Ah,25,2.0,64,0.029645038784627188,0.029645038784627188
68Ah,25,0.5,64,0.02277704935970816,-0.02277704935970816
68Ah,25,1.0,64,0.007191399007777578,0.007191399007777578
68Ah,25,2.5,65,0.0302710581604763,-0.0302710581604763
68Ah,25,0.5,65,0.023012285564723553,-0.023012285564723553
68Ah,25,1.5,65,0.02294533430296092,-0.02294533430296092
68Ah,25,2.0,65,0.015372441679698425,0.015372441679698425
68Ah,25,1.0,65,0.005999629239948099,0.005999629239948099
68Ah,25,2.5,66,0.03715809487562676,-0.03715809487562676
68Ah,25,2.0,66,0.029274033266411068,0.029274033266411068
68Ah,25,1.5,66,0.028157952476125,-0.028157952476125
68Ah,25,0.5,66,0.026897864379528163,-0.026897864379528163
68Ah,25,1.0,66,0.011331153207614873,0.011331153207614873
68Ah,25,2.5,67,0.034825174201893065,-0.034825174201893065
68Ah,25,2.0,67,0.027896378375787123,0.027896378375787123
68Ah,25,1.5,67,0.023428750405371325,-0.023428750405371325
68Ah,25,0.5,67,0.02019169262875895,-0.02019169262875895
68Ah,25,1.0,67,0.0004886824058729505,-0.0004886824058729505
68Ah,25,2.5,68,0.03165257639546268,-0.03165257639546268
68Ah,25,1.5,68,0.027946013883924998,-0.027946013883924998
68Ah,25,0.5,68,0.024218839646844674,-0.024218839646844674
68Ah,25,2.0,68,0.0225532162648757,0.0225532162648757
68Ah,25,1.0,68,0.0065006569245873395,0.0065006569245873395
68Ah,25,2.5,69,0.044122553279807054,-0.044122553279807054
68Ah,25,2.0,69,0.03799928240666781,0.03799928240666781
68Ah,25,1.5,69,0.024454267284587942,-0.024454267284587942
68Ah,25,0.5,69,0.023920094523091004,-0.023920094523091004
68Ah,25,1.0,69,0.003723571175796331,0.003723571175796331
68Ah,25,2.5,70,0.03511050365393864,-0.03511050365393864
68Ah,25,1.5,70,0.029095250132762145,-0.029095250132762145
68Ah,25,2.0,70,0.017411912433729408,0.017411912433729408
68Ah,25,0.5,70,0.011451934208387143,-0.011451934208387143
68Ah,25,1.0,70,0.006809216545170683,0.006809216545170683
68Ah,25,1.5,71,0.03597007021894577,-0.03597007021894577
68Ah,25,0.5,71,0.02889697275253951,-0.02889697275253951
68Ah,25,2.0,71,0.019495047324636496,0.019495047324636496
68Ah,25,2.5,71,0.015182360009409769,-0.015182360009409769
68Ah,25,1.0,71,0.00885211431684533,0.00885211431684533
68Ah,25,2.5,72,0.03442399193225545,-0.03442399193225545
68Ah,25,0.5,72,0.025150101737018597,-0.025150101737018597
68Ah,25,2.0,72,0.02051293245348147,0.02051293245348147
68Ah,25,1.5,72,0.01735462898898448,-0.01735462898898448
68Ah,25,1.0,72,0.0044920758786176525,0.0044920758786176525
68Ah,25,2.5,73,0.029342201100723966,-0.029342201100723966
68Ah,25,1.5,73,0.02118686911978169,-0.02118686911978169
68Ah,25,2.0,73,0.018802992805475996,0.018802992805475996
68Ah,25,0.5,73,0.018415901060470058,-0.018415901060470058
68Ah,25,1.0,73,0.0006115716620710906,0.0006115716620710906
68Ah,25,2.5,74,0.03457639803499375,-0.03457639803499375
68Ah,25,0.5,74,0.0229877409202021,-0.0229877409202021
68Ah,25,2.0,74,0.021278608918948214,0.021278608918948214
68Ah,25,1.5,74,0.015331239397960139,-0.015331239397960139
68Ah,25,1.0,74,0.004464538762883958,0.004464538762883958
68Ah,25,2.5,75,0.04035369217258606,-0.04035369217258606
68Ah,25,1.5,75,0.02684191006912842,-0.02684191006912842
