capacity,soc_%,range,slope,intercept,r2,pearson_r,n
LFP 35Ah,25,0-0.3,-0.019137823896701454,0.04193226202706595,0.387516435177653,-0.6225081808118292,38
LFP 35Ah,25,0-0.6,-0.014688415171926664,0.041443961348397465,0.5421100192240043,-0.7362812093378485,46
LFP 35Ah,25,0-1.0,-0.008580686794473599,0.04059047314865023,0.41042582763713964,-0.6406448529701456,50
LFP 35Ah,50,0-0.3,-0.024932807404333703,0.03633906616732973,0.6721242437027372,-0.8198318386734788,38
LFP 35Ah,50,0-0.6,-0.02231623416572087,0.03603371706994499,0.7972300144384613,-0.8928773792847825,46
LFP 35Ah,50,0-1.0,-0.016890815399449133,0.035280566799638736,0.7910027878265677,-0.8893833750563183,50
LFP 35Ah,75,0-0.3,-0.043828100101996295,0.028632108003666192,0.7552074296198182,-0.8690267139851446,38
LFP 35Ah,75,0-0.6,-0.031398102213499486,0.0273885580487332,0.7925533202574975,-0.8902546378747475,46
LFP 35Ah,75,0-1.0,-0.02093947905874202,0.02595522814381714,0.7049028835086661,-0.8395849471665544,50
